naxIpaWe	n	na	nax	naxI	e	We	aWe	paWe	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
pOzCe	p	pO	pOz	pOzC	e	Ce	zCe	OzCe	VM
xebe	x	xe	xeb	xebe	e	be	ebe	xebe	VAUX
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
eKanao	e	eK	eKa	eKan	o	ao	nao	anao	PRP
pAgala	p	pA	pAg	pAga	a	la	ala	gala	NN
haini	h	ha	hai	hain	i	ni	ini	aini	VM
ye	y	ye	ye	ye	e	ye	ye	ye	CC

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
asampUrNa	a	as	asa	asam	a	Na	rNa	UrNa	JJ
kaWAra	k	ka	kaW	kaWA	a	ra	Ara	WAra	NN
mAJaKAnei	m	mA	mAJ	mAJa	i	ei	nei	Anei	NN
WAmiyZA	W	WA	WAm	WAmi	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
ewarAwre	e	ew	ewa	ewar	e	re	wre	Awre	NN
o-pAdZAyZa	o	o-	o-p	o-pA	a	Za	yZa	AyZa	NN
ekAkI	e	ek	ekA	ekAk	I	kI	AkI	kAkI	JJ
yAoyZAo	y	yA	yAo	yAoy	o	Ao	ZAo	yZAo	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
asamBaba	a	as	asa	asam	a	ba	aba	Baba	JJ
e	e	e	e	e	e	e	e	e	DEM
sawyai	s	sa	saw	sawy	i	ai	yai	wyai	NN
bA	b	bA	bA	bA	A	bA	bA	bA	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ceyZe	c	ce	cey	ceyZ	e	Ze	yZe	eyZe	PSP
beSI	b	be	beS	beSI	I	SI	eSI	beSI	INTF
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
jAniwa	j	jA	jAn	jAni	a	wa	iwa	niwa	VM

hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
CAdZiyZA	C	CA	CAd	CAdZ	A	ZA	yZA	iyZA	PSP
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
nAmibAra	n	nA	nAm	nAmi	a	ra	Ara	bAra	VM
kiCumAwra	k	ki	kiC	kiCu	a	ra	wra	Awra	QF
lakRaNa	l	la	lak	lakR	a	Na	aNa	RaNa	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
snehArxrasbare	s	sn	sne	sneh	e	re	are	bare	NN
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	JJ
Aswe	A	As	Asw	Aswe	e	we	swe	Aswe	RDP
balilena	b	ba	bal	bali	a	na	ena	lena	VM
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
oKAne	o	oK	oKA	oKAn	e	ne	Ane	KAne	NN
PiriyZe	P	Pi	Pir	Piri	e	Ze	yZe	iyZe	VM
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VM
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VAUX
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
nijerai	n	ni	nij	nije	i	ai	rai	erai	PRP
lajjA	l	la	laj	lajj	A	jA	jjA	ajjA	NN
kare	k	ka	kar	kare	e	re	are	kare	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VM
xixi	x	xi	xix	xixi	i	xi	ixi	xixi	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	QF
eka	e	ek	eka	eka	a	ka	eka	eka	QC
jAyZagAyZa	j	jA	jAy	jAyZ	a	Za	yZa	AyZa	NN

AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
kabira	k	ka	kab	kabi	a	ra	ira	bira	NN
oKAne	o	oK	oKA	oKAn	e	ne	Ane	KAne	NN

se	s	se	se	se	e	se	se	se	DEM
naxIra	n	na	nax	naxI	a	ra	Ira	xIra	NN
Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	RB
Ara-pArei	A	Ar	Ara	Ara-	i	ei	rei	Arei	VM
WAke	W	WA	WAk	WAke	e	ke	Ake	WAke	VAUX

yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
kabi	k	ka	kab	kabi	i	bi	abi	kabi	NN
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
oswAxajI	o	os	osw	oswA	I	jI	ajI	xajI	NN
behAlA-bAjiyZe	b	be	beh	behA	e	Ze	yZe	iyZe	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
KuSI	K	Ku	KuS	KuSI	I	SI	uSI	KuSI	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
wAzke	w	wA	wAz	wAzk	e	ke	zke	Azke	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
pAoyZA	p	pA	pAo	pAoy	A	ZA	yZA	oyZA	VM
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VAUX

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
jute	j	ju	jut	jute	e	te	ute	jute	VM
WAke	W	WA	WAk	WAke	e	ke	Ake	WAke	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ajFAna	a	aj	ajF	ajFA	a	na	Ana	FAna	JJ
hayZei	h	ha	hay	hayZ	i	ei	Zei	yZei	VM
hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
ACena	A	AC	ACe	ACen	a	na	ena	Cena	VM

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
AScarya	A	AS	ASc	ASca	a	ya	rya	arya	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
galA	g	ga	gal	galA	A	lA	alA	galA	NN
Sunalei	S	Su	Sun	Suna	i	ei	lei	alei	VM
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
neSA	n	ne	neS	neSA	A	SA	eSA	neSA	NN
kete	k	ke	ket	kete	e	te	ete	kete	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX

wA	w	wA	wA	wA	A	wA	wA	wA	PRP
CAdZA	C	CA	CAd	CAdZ	A	ZA	dZA	AdZA	PSP
kACei	k	kA	kAC	kACe	i	ei	Cei	ACei	NST
nabawArA	n	na	nab	naba	A	rA	ArA	wArA	VM
WAkena	W	WA	WAk	WAke	a	na	ena	kena	VAUX
hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
xuto	x	xu	xut	xuto	o	to	uto	xuto	QC
KAiyZe	K	KA	KAi	KAiy	e	Ze	yZe	iyZe	VM
xiweo	x	xi	xiw	xiwe	o	eo	weo	iweo	VAUX
pAraba	p	pA	pAr	pAra	a	ba	aba	raba	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
byaswa	b	by	bya	byas	a	wa	swa	aswa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	JJ
rakRe	r	ra	rak	rakR	e	Re	kRe	akRe	NN
kara	k	ka	kar	kara	a	ra	ara	kara	VM
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
SeRa-rAwwire	S	Se	SeR	SeRa	e	re	ire	wire	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
KAoyZAbAra	K	KA	KAo	KAoy	a	ra	Ara	bAra	VM
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
karo	k	ka	kar	karo	o	ro	aro	karo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	PRP
cala	c	ca	cal	cala	a	la	ala	cala	VM
yAi	y	yA	yAi	yAi	i	Ai	yAi	yAi	VAUX
sakAla	s	sa	sak	sakA	a	la	Ala	kAla	NN
halei	h	ha	hal	hale	i	ei	lei	alei	VM
AmarA	A	Am	Ama	Amar	A	rA	arA	marA	PRP
Pire	P	Pi	Pir	Pire	e	re	ire	Pire	VM
Asabo	A	As	Asa	Asab	o	bo	abo	sabo	VAUX

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
punarAyZa	p	pu	pun	puna	a	Za	yZa	AyZa	RB
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	NN
BAsAiyZA	B	BA	BAs	BAsA	A	ZA	yZA	iyZA	VM
xile	x	xi	xil	xile	e	le	ile	xile	VAUX
hIrA	h	hI	hIr	hIrA	A	rA	IrA	hIrA	NN
siM	s	si	siM	siM	M	iM	siM	siM	NNP
anXakAre	a	an	anX	anXa	e	re	Are	kAre	NN
punarAyZa	p	pu	pun	puna	a	Za	yZa	AyZa	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
milAiyZA	m	mi	mil	milA	A	ZA	yZA	iyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kOwUhalI	k	kO	kOw	kOwU	I	lI	alI	halI	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
praSna	p	pr	pra	praS	a	na	Sna	aSna	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
lokatike	l	lo	lok	loka	e	ke	ike	tike	NN
puliSe	p	pu	pul	puli	e	Se	iSe	liSe	NN
eKanao	e	eK	eKa	eKan	o	ao	nao	anao	PRP
sanxeha	s	sa	san	sanx	a	ha	eha	xeha	NN
kareni	k	ka	kar	kare	i	ni	eni	reni	VM

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

o	o	o	o	o	o	o	o	o	CC
teligrAPa	t	te	tel	teli	a	Pa	APa	rAPa	XC
APisera	A	AP	APi	APis	a	ra	era	sera	NN
piyZana	p	pi	piy	piyZ	a	na	ana	Zana	NN
mAnuRera	m	mA	mAn	mAnu	a	ra	era	Rera	NN
jarurI	j	ja	jar	jaru	I	rI	urI	rurI	NN
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
bili	b	bi	bil	bili	i	li	ili	bili	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
bedZAyZa	b	be	bed	bedZ	a	Za	yZa	AyZa	VAUX
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
oke	o	ok	oke	oke	e	ke	oke	oke	PRP
xinarAwrira	x	xi	xin	xina	a	ra	ira	rira	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
samayZe	s	sa	sam	sama	e	Ze	yZe	ayZe	NN
konaKAnei	k	ko	kon	kona	i	ei	nei	Anei	QF
bemAnAna	b	be	bem	bemA	a	na	Ana	nAna	NN
xeKAyZa	x	xe	xeK	xeKA	a	Za	yZa	AyZa	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

seimAwra	s	se	sei	seim	a	ra	wra	Awra	PRP
joyZAra	j	jo	joy	joyZ	a	ra	Ara	ZAra	NN
Suru	S	Su	Sur	Suru	u	ru	uru	Suru	NN
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VM
KAzdZi	K	KA	KAz	KAzd	i	Zi	dZi	zdZi	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	JJ
naxIwe	n	na	nax	naxI	e	we	Iwe	xIwe	NN
kawakatA	k	ka	kaw	kawa	A	tA	atA	katA	QF
ujAiyZA	u	uj	ujA	ujAi	A	ZA	yZA	iyZA	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
gele	g	ge	gel	gele	e	le	ele	gele	VM
o-pArera	o	o-	o-p	o-pA	a	ra	era	rera	NN
yaWAsWAne	y	ya	yaW	yaWA	e	ne	Ane	WAne	RB
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	NN
BidZAno	B	Bi	Bid	BidZ	o	no	Ano	ZAno	VM
Sakwa	S	Sa	Sak	Sakw	a	wa	kwa	akwa	JJ
eijanya	e	ei	eij	eija	a	ya	nya	anya	NN
kinArA	k	ki	kin	kinA	A	rA	ArA	nArA	NN
GezRiyZA	G	Ge	Gez	GezR	A	ZA	yZA	iyZA	VM
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RB
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RDP
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
sAbaXAne	s	sA	sAb	sAba	e	ne	Ane	XAne	RB
lagi	l	la	lag	lagi	i	gi	agi	lagi	NN
TeliyZA	T	Te	Tel	Teli	A	ZA	yZA	iyZA	VM
yAoyZAra	y	yA	yAo	yAoy	a	ra	Ara	ZAra	VAUX
pariSrama	p	pa	par	pari	a	ma	ama	rama	NN
anuBaba	a	an	anu	anuB	a	ba	aba	Baba	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
haTA	h	ha	haT	haTA	A	TA	aTA	haTA	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
uTila	u	uT	uTi	uTil	a	la	ila	Tila	NN
WAka	W	WA	WAk	WAka	a	ka	Aka	WAka	VM
ge	g	ge	ge	ge	e	ge	ge	ge	VAUX
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
oKAne	o	oK	oKA	oKAn	e	ne	Ane	KAne	NN
giyZe	g	gi	giy	giyZ	e	Ze	yZe	iyZe	VM

wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
ceyZe	c	ce	cey	ceyZ	e	Ze	yZe	eyZe	PSP
baraFca	b	ba	bar	bara	a	ca	Fca	aFca	NN
cala	c	ca	cal	cala	a	la	ala	cala	VM
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
bAdZiwei	b	bA	bAd	bAdZ	i	ei	wei	iwei	NN
Pire	P	Pi	Pir	Pire	e	re	ire	Pire	VM
yAi	y	yA	yAi	yAi	i	Ai	yAi	yAi	VAUX

joyZArera	j	jo	joy	joyZ	a	ra	era	rera	NN
tAne	t	tA	tAn	tAne	e	ne	Ane	tAne	NN
AXaGaNtAo	A	AX	AXa	AXaG	o	Ao	tAo	NtAo	NN
lAgabe	l	lA	lAg	lAga	e	be	abe	gabe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
kebala	k	ke	keb	keba	a	la	ala	bala	RB
sejanya	s	se	sej	seja	a	ya	nya	anya	PRP
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ora	o	or	ora	ora	a	ra	ora	ora	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST
xeKA	x	xe	xeK	xeKA	A	KA	eKA	xeKA	VM
karAo	k	ka	kar	karA	o	Ao	rAo	arAo	VAUX
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
biSeRa	b	bi	biS	biSe	a	Ra	eRa	SeRa	JJ
prayZojana	p	pr	pra	pray	a	na	ana	jana	NN

prawyuwware	p	pr	pra	praw	e	re	are	ware	NN
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
upahAsaBare	u	up	upa	upah	e	re	are	Bare	NN
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
ozra	o	oz	ozr	ozra	a	ra	zra	ozra	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST
kona	k	ko	kon	kona	a	na	ona	kona	QF
mAnuRera	m	mA	mAn	mAnu	a	ra	era	Rera	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
prayZojana	p	pr	pra	pray	a	na	ana	jana	NN
WAkawe	W	WA	WAk	WAka	e	we	awe	kawe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
e	e	e	e	e	e	e	e	e	DEM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
sahaje	s	sa	sah	saha	e	je	aje	haje	RB
biSbAsa	b	bi	biS	biSb	a	sa	Asa	bAsa	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kRaNakAla	k	kR	kRa	kRaN	a	la	Ala	kAla	NN
swabXa	s	sw	swa	swab	a	Xa	bXa	abXa	JJ
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VM
baliwe	b	ba	bal	bali	e	we	iwe	liwe	UT
lAgilena	l	lA	lAg	lAgi	a	na	ena	lena	VM
womarA	w	wo	wom	woma	A	rA	arA	marA	PRP
keu	k	ke	keu	keu	u	eu	keu	keu	PRP
oke	o	ok	oke	oke	e	ke	oke	oke	PRP
jAno	j	jA	jAn	jAno	o	no	Ano	jAno	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ora	o	or	ora	ora	a	ra	ora	ora	PRP
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
sawyakAra	s	sa	saw	sawy	a	ra	Ara	kAra	JJ
guNI	g	gu	guN	guNI	I	NI	uNI	guNI	JJ
sahasA	s	sa	sah	saha	A	sA	asA	hasA	NN
koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
pAbe	p	pA	pAb	pAbe	e	be	Abe	pAbe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

oi	o	oi	oi	oi	i	oi	oi	oi	DEM
BAfgA	B	BA	BAf	BAfg	A	gA	fgA	AfgA	NNP
behAlAti	b	be	beh	behA	i	ti	Ati	lAti	NN
mAwra	m	mA	mAw	mAwr	a	ra	wra	Awra	RB
puzji	p	pu	puz	puzj	i	ji	zji	uzji	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
o	o	o	o	o	o	o	o	o	CC
yAyZani	y	yA	yAy	yAyZ	i	ni	ani	Zani	PRP
emana	e	em	ema	eman	a	na	ana	mana	DEM
jAyZagA	j	jA	jAy	jAyZ	A	gA	agA	ZagA	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM

wACAdZA	w	wA	wAC	wACA	A	ZA	dZA	AdZA	CC
o	o	o	o	o	o	o	o	o	CC
BArI	B	BA	BAr	BArI	I	rI	ArI	BArI	JJ
paNdiwa	p	pa	paN	paNd	a	wa	iwa	diwa	NN

koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
kon‌	k	ko	kon	kon‌	‌	n‌	on‌	kon‌	WQ
baiyZe	b	ba	bai	baiy	e	Ze	yZe	iyZe	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
o	o	o	o	o	o	o	o	o	CC
CAdZA	C	CA	CAd	CAdZ	A	ZA	dZA	AdZA	JJ
jene	j	je	jen	jene	e	ne	ene	jene	VM
nebAra	n	ne	neb	nebA	a	ra	Ara	bAra	VAUX
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
xbiwIyZa	x	xb	xbi	xbiw	a	Za	yZa	IyZa	QO
loka	l	lo	lok	loka	a	ka	oka	loka	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM

oke	o	ok	oke	oke	e	ke	oke	oke	PRP
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
yaWArWa	y	ya	yaW	yaWA	a	Wa	rWa	ArWa	JJ
BAlabAsi	B	BA	BAl	BAla	i	si	Asi	bAsi	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
mane	m	ma	man	mane	e	ne	ane	mane	NN
mane	m	ma	man	mane	e	ne	ane	mane	RDP
aprawiBa	a	ap	apr	apra	a	Ba	iBa	wiBa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
wAhale	w	wA	wAh	wAha	e	le	ale	hale	CC
ozke	o	oz	ozk	ozke	e	ke	zke	ozke	PRP
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
CAdZAbAra	C	CA	CAd	CAdZ	a	ra	Ara	bAra	VM
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
karo	k	ka	kar	karo	o	ro	aro	karo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
kena	k	ke	ken	kena	a	na	ena	kena	WQ

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
kAuke	k	kA	kAu	kAuk	e	ke	uke	Auke	PRP
kona-kiCu	k	ko	kon	kona	u	Cu	iCu	kiCu	QF
CAdZAbArai	C	CA	CAd	CAdZ	i	ai	rai	Arai	NN
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
karine	k	ka	kar	kari	e	ne	ine	rine	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP

ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	NN
cupa	c	cu	cup	cupa	a	pa	upa	cupa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
balilena	b	ba	bal	bali	a	na	ena	lena	VM
wACAdZA	w	wA	wAC	wACA	A	ZA	dZA	AdZA	CC
o	o	o	o	o	o	o	o	o	CC
kabi	k	ka	kab	kabi	i	bi	abi	kabi	NN
o	o	o	o	o	o	o	o	o	CC
guNI	g	gu	guN	guNI	I	NI	uNI	guNI	NN
oxera	o	ox	oxe	oxer	a	ra	era	xera	PRP
jAwa	j	jA	jAw	jAwa	a	wa	Awa	jAwa	NN
AlAxA	A	Al	AlA	AlAx	A	xA	AxA	lAxA	JJ

oxera	o	ox	oxe	oxer	a	ra	era	xera	PRP
BAla-manxa	B	BA	BAl	BAla	a	xa	nxa	anxa	NN
Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	RB
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST
mele	m	me	mel	mele	e	le	ele	mele	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	PRP
bale	b	ba	bal	bale	e	le	ale	bale	VM
xuniyZAra	x	xu	xun	xuni	a	ra	Ara	ZAra	NN
BAla-manxera	B	BA	BAl	BAla	a	ra	era	xera	NN
bAzXA	b	bA	bAz	bAzX	A	XA	zXA	AzXA	VM
Aina	A	Ai	Ain	Aina	a	na	ina	Aina	NN
oke	o	ok	oke	oke	e	ke	oke	oke	PRP
mApa	m	mA	mAp	mApa	a	pa	Apa	mApa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
cale	c	ca	cal	cale	e	le	ale	cale	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

ora	o	or	ora	ora	a	ra	ora	ora	PRP
guNera	g	gu	guN	guNe	a	ra	era	Nera	NN
Pala	P	Pa	Pal	Pala	a	la	ala	Pala	NN
wArA	w	wA	wAr	wArA	A	rA	ArA	wArA	PRP
sabAi	s	sa	sab	sabA	i	Ai	bAi	abAi	PRP
mile	m	mi	mil	mile	e	le	ile	mile	VM
Boga	B	Bo	Bog	Boga	a	ga	oga	Boga	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
xoRera	x	xo	xoR	xoRe	a	ra	era	Rera	NN
SAswituku	S	SA	SAs	SAsw	u	ku	uku	tuku	NN
sahya	s	sa	sah	sahy	a	ya	hya	ahya	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
o	o	o	o	o	o	o	o	o	CC
nije	n	ni	nij	nije	e	je	ije	nije	PRP

wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
mAJe	m	mA	mAJ	mAJe	e	Je	AJe	mAJe	NST
mAJe	m	mA	mAJ	mAJe	e	Je	AJe	mAJe	RDP
o	o	o	o	o	o	o	o	o	CC
becArA	b	be	bec	becA	A	rA	ArA	cArA	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
BArI	B	BA	BAr	BArI	I	rI	ArI	BArI	JJ
xuHKa	x	xu	xuH	xuHK	a	Ka	HKa	uHKa	NN
pAyZa	p	pA	pAy	pAyZ	a	Za	yZa	AyZa	VM
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	QF
ekati	e	ek	eka	ekat	i	ti	ati	kati	QC
loka	l	lo	lok	loka	a	ka	oka	loka	NN
ye	y	ye	ye	ye	e	ye	ye	ye	CC
