PiribAra	P	Pi	Pir	Piri	a	ra	Ara	bAra	JJ

hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
womAri	w	wo	wom	womA	i	ri	Ari	mAri	PRP
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
BAbawe	B	BA	BAb	BAba	e	we	awe	bawe	VM
SiKawuma	S	Si	SiK	SiKa	a	ma	uma	wuma	NN
hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
praswAbei	p	pr	pra	pras	i	ei	bei	Abei	RB
rAji	r	rA	rAj	rAji	i	ji	Aji	rAji	JJ
hawuma	h	ha	haw	hawu	a	ma	uma	wuma	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
pAwrao	p	pA	pAw	pAwr	o	ao	rao	wrao	NN
hayZawa	h	ha	hay	hayZ	a	wa	awa	Zawa	RB
ewaxine	e	ew	ewa	ewax	e	ne	ine	xine	NN
jute	j	ju	jut	jute	e	te	ute	jute	VM
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VAUX
pArawa	p	pA	pAr	pAra	a	wa	awa	rawa	VAUX

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
hAsiyZACila	h	hA	hAs	hAsi	a	la	ila	Cila	VM

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
hAsiwe	h	hA	hAs	hAsi	e	we	iwe	siwe	NN
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
awiSayZa	a	aw	awi	awiS	a	Za	yZa	ayZa	NN
kRubXa	k	kR	kRu	kRub	a	Xa	bXa	ubXa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uwwara	u	uw	uww	uwwa	a	ra	ara	wara	NN
xiyZACila	x	xi	xiy	xiyZ	a	la	ila	Cila	VM
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
samAjera	s	sa	sam	samA	a	ra	era	jera	NN
sambanXe	s	sa	sam	samb	e	Xe	nXe	anXe	PSP
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
uTalei	u	uT	uTa	uTal	i	ei	lei	alei	VM
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
abajFAra	a	ab	aba	abaj	a	ra	Ara	FAra	NN
safge	s	sa	saf	safg	e	ge	fge	afge	NST
bala	b	ba	bal	bala	a	la	ala	bala	VM
se	s	se	se	se	e	se	se	se	PRP
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
jAni	j	jA	jAn	jAni	i	ni	Ani	jAni	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
CedZei	C	Ce	Ced	CedZ	i	ei	Zei	dZei	VM
xAo	x	xA	xAo	xAo	o	Ao	xAo	xAo	VAUX
yAzrAi	y	yA	yAz	yAzr	i	Ai	rAi	zrAi	PRP
ei	e	ei	ei	ei	i	ei	ei	ei	PRP
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	PSP
yuxXa	y	yu	yux	yuxX	a	Xa	xXa	uxXa	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
wAzrA	w	wA	wAz	wAzr	A	rA	zrA	AzrA	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
sabAi	s	sa	sab	sabA	i	Ai	bAi	abAi	PRP
byabasAyZI	b	by	bya	byab	I	ZI	yZI	AyZI	JJ

keu	k	ke	keu	keu	u	eu	keu	keu	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
sawyikAra	s	sa	saw	sawy	a	ra	Ara	kAra	JJ
xaraxa	x	xa	xar	xara	a	xa	axa	raxa	NN
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	PSP
ladZAi	l	la	lad	ladZ	i	Ai	ZAi	dZAi	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	JJ
jiBa	j	ji	jiB	jiBa	a	Ba	iBa	jiBa	NN
kAtiyZA	k	kA	kAt	kAti	A	ZA	yZA	iyZA	VM
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
amana	a	am	ama	aman	a	na	ana	mana	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
Analeo	A	An	Ana	Anal	o	eo	leo	aleo	VM
pApa	p	pA	pAp	pApa	a	pa	Apa	pApa	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN

kAla	k	kA	kAl	kAla	a	la	Ala	kAla	NN
sakAlei	s	sa	sak	sakA	i	ei	lei	Alei	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
cale	c	ca	cal	cale	e	le	ale	cale	VM
yAcCi	y	yA	yAc	yAcC	i	Ci	cCi	AcCi	VAUX
AbAra	A	Ab	AbA	AbAr	a	ra	Ara	bAra	RB
kabe	k	ka	kab	kabe	e	be	abe	kabe	NN
xeKA	x	xe	xeK	xeKA	A	KA	eKA	xeKA	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX
jAnine	j	jA	jAn	jAni	e	ne	ine	nine	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
yAbAra	y	yA	yAb	yAbA	a	ra	Ara	bAra	VM
Age	A	Ag	Age	Age	e	ge	Age	Age	NST
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
wAmASAo	w	wA	wAm	wAmA	o	Ao	SAo	ASAo	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
pAraba	p	pA	pAr	pAra	a	ba	aba	raba	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

baliwe	b	ba	bal	bali	e	we	iwe	liwe	UT
baliwei	b	ba	bal	bali	i	ei	wei	iwei	UT
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
coKe	c	co	coK	coKe	e	Ke	oKe	coKe	NN
jala	j	ja	jal	jala	a	la	ala	jala	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
padZiyZACila	p	pa	pad	padZ	a	la	ila	Cila	VAUX

sAmalAiyZA	s	sA	sAm	sAma	A	ZA	yZA	iyZA	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
pare	p	pa	par	pare	e	re	are	pare	NST
gamBIra	g	ga	gam	gamB	a	ra	Ira	BIra	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
sakala	s	sa	sak	saka	a	la	ala	kala	QF
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
buJawe	b	bu	buJ	buJa	e	we	awe	Jawe	VM
pArabe	p	pA	pAr	pAra	e	be	abe	rabe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN

biyZe	b	bi	biy	biyZ	e	Ze	yZe	iyZe	NN
jinisati	j	ji	jin	jini	i	ti	ati	sati	NN
womAxera	w	wo	wom	womA	a	ra	era	xera	PRP
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
sAmAjika	s	sA	sAm	sAmA	a	ka	ika	jika	JJ
biXAna	b	bi	biX	biXA	a	na	Ana	XAna	NN

wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
sambanXe	s	sa	sam	samb	e	Xe	nXe	anXe	PSP
BAlamanxa	B	BA	BAl	BAla	a	xa	nxa	anxa	JJ
bicAra	b	bi	bic	bicA	a	ra	Ara	cAra	NN
cale	c	ca	cal	cale	e	le	ale	cale	VM
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
mawAmawa	m	ma	maw	mawA	a	wa	awa	mawa	NN
yukwiwarke	y	yu	yuk	yukw	e	ke	rke	arke	NN
baxalAyZa	b	ba	bax	baxa	a	Za	yZa	AyZa	NN

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
e	e	e	e	e	e	e	e	e	DEM
Xarma	X	Xa	Xar	Xarm	a	ma	rma	arma	NN

sbAmIke	s	sb	sbA	sbAm	e	ke	Ike	mIke	NNP
CelebelA	C	Ce	Cel	Cele	A	lA	elA	belA	NN
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
rUpewei	r	rU	rUp	rUpe	i	ei	wei	ewei	NN
grahaNa	g	gr	gra	grah	a	Na	aNa	haNa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
Asi	A	As	Asi	Asi	i	si	Asi	Asi	VAUX

e	e	e	e	e	e	e	e	e	DEM
baswuti	b	ba	bas	basw	i	ti	uti	wuti	NN
ye	y	ye	ye	ye	e	ye	ye	ye	CC
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
sakala	s	sa	sak	saka	a	la	ala	kala	QF
bicAra-biwarkera	b	bi	bic	bicA	a	ra	era	kera	NN
bAire	b	bA	bAi	bAir	e	re	ire	Aire	NST

bismiwa	b	bi	bis	bism	a	wa	iwa	miwa	JJ
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
praSna	p	pr	pra	praS	a	na	Sna	aSna	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM
beSa	b	be	beS	beSa	a	Sa	eSa	beSa	QF
wAo	w	wA	wAo	wAo	o	Ao	wAo	wAo	PRP
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
Xarma	X	Xa	Xar	Xarm	a	ma	rma	arma	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
mAnuRera	m	mA	mAn	mAnu	a	ra	era	Rera	NN
baxalAyZa	b	ba	bax	baxa	a	Za	yZa	AyZa	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
TAkuraJi	T	TA	TAk	TAku	i	Ji	aJi	raJi	NN

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	VM
Xarmera	X	Xa	Xar	Xarm	a	ra	era	mera	NN
mawAmawa	m	ma	maw	mawA	a	wa	awa	mawa	NN
baxalAyZa	b	ba	bax	baxa	a	Za	yZa	AyZa	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
Asala	A	As	Asa	Asal	a	la	ala	sala	JJ
jinisati	j	ji	jin	jini	i	ti	ati	sati	NN
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
baxalAyZa	b	ba	bax	baxa	a	Za	yZa	AyZa	JJ
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC

wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
ladZAi-JagadZAra	l	la	lad	ladZ	a	ra	Ara	ZAra	NN
maXyeo	m	ma	maX	maXy	o	eo	yeo	Xyeo	NST
sei	s	se	sei	sei	i	ei	sei	sei	DEM
mUla	m	mU	mUl	mUla	a	la	Ula	mUla	JJ
jinisati	j	ji	jin	jini	i	ti	ati	sati	NN
Ajao	A	Aj	Aja	Ajao	o	ao	jao	Ajao	NN
sakala	s	sa	sak	saka	a	la	ala	kala	QF
jAwirai	j	jA	jAw	jAwi	i	ai	rai	irai	NN
eka	e	ek	eka	eka	a	ka	eka	eka	QC
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
rayZeCe	r	ra	ray	rayZ	e	Ce	eCe	ZeCe	VAUX

sbAmIra	s	sb	sbA	sbAm	a	ra	Ira	mIra	NN
xoRa-guNera	x	xo	xoR	xoRa	a	ra	era	Nera	NN
AmarAo	A	Am	Ama	Amar	o	Ao	rAo	arAo	PRP
bicAra	b	bi	bic	bicA	a	ra	Ara	cAra	NN
kari	k	ka	kar	kari	i	ri	ari	kari	VM
wAzra	w	wA	wAz	wAzr	a	ra	zra	Azra	PRP
sambanXe	s	sa	sam	samb	e	Xe	nXe	anXe	PSP
mawAmawa	m	ma	maw	mawA	a	wa	awa	mawa	NN
AmAxerao	A	Am	AmA	AmAx	o	ao	rao	erao	PRP
baxalAyZa	b	ba	bax	baxa	a	Za	yZa	AyZa	NN
AmArAo	A	Am	AmA	AmAr	o	Ao	rAo	ArAo	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
mAnuRa	m	mA	mAn	mAnu	a	Ra	uRa	nuRa	NN

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
sbAmI	s	sb	sbA	sbAm	I	mI	AmI	bAmI	NN
jinisati	j	ji	jin	jini	i	ti	ati	sati	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
Xarma	X	Xa	Xar	Xarm	a	ma	rma	arma	NN
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wini	w	wi	win	wini	i	ni	ini	wini	PRP
niwya	n	ni	niw	niwy	a	ya	wya	iwya	JJ

jIbaneo	j	jI	jIb	jIba	o	eo	neo	aneo	NN
niwya	n	ni	niw	niwy	a	ya	wya	iwya	JJ
mqwyuweo	m	mq	mqw	mqwy	o	eo	weo	uweo	NN
niwya	n	ni	niw	niwy	a	ya	wya	iwya	NN

wAzke	w	wA	wAz	wAzk	e	ke	zke	Azke	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
AmarA	A	Am	Ama	Amar	A	rA	arA	marA	PRP
baxalAwe	b	ba	bax	baxa	e	we	Awe	lAwe	VM
pArine	p	pA	pAr	pAri	e	ne	ine	rine	VAUX

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
kRaNakAla	k	kR	kRa	kRaN	a	la	Ala	kAla	NN
sWira	s	sW	sWi	sWir	a	ra	ira	Wira	JJ
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VM
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	VAUX
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
sawyi	s	sa	saw	sawy	i	yi	wyi	awyi	RB
wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
anAcAra	a	an	anA	anAc	a	ra	Ara	cAra	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
otA	o	ot	otA	otA	A	tA	otA	otA	PRP
WAkabe	W	WA	WAk	WAka	e	be	abe	kabe	VM
balei	b	ba	bal	bale	i	ei	lei	alei	VM
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VAUX

Xarma	X	Xa	Xar	Xarm	a	ma	rma	arma	NN
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
WAkabe	W	WA	WAk	WAka	e	be	abe	kabe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
otAo	o	ot	otA	otAo	o	Ao	tAo	otAo	NN
WAkabe	W	WA	WAk	WAka	e	be	abe	kabe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

bedZAla-kukurera	b	be	bed	bedZ	a	ra	era	rera	NN
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
anAcAra	a	an	anA	anAc	a	ra	Ara	cAra	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
haTA	h	ha	haT	haTA	A	TA	aTA	haTA	NN
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
KuzjiyZA	K	Ku	Kuz	Kuzj	A	ZA	yZA	iyZA	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
pAiyZA	p	pA	pAi	pAiy	A	ZA	yZA	iyZA	VM
kayZeka	k	ka	kay	kayZ	a	ka	eka	Zeka	QF
muhUrwa	m	mu	muh	muhU	a	wa	rwa	Urwa	NN
cupa	c	cu	cup	cupa	a	pa	upa	cupa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VAUX
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	VAUX
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
samAjera	s	sa	sam	samA	a	ra	era	jera	NN
SikRA	S	Si	Sik	SikR	A	RA	kRA	ikRA	NN
wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
SikRA	S	Si	Sik	SikR	A	RA	kRA	ikRA	NN
yAzrA	y	yA	yAz	yAzr	A	rA	zrA	AzrA	PRP
xena	x	xe	xen	xena	a	na	ena	xena	VM
wAzxera	w	wA	wAz	wAzx	a	ra	era	xera	PRP
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
sanxeha	s	sa	san	sanx	a	ha	eha	xeha	NN
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	INTF
sAbaXAna	s	sA	sAb	sAba	a	na	Ana	XAna	JJ
haoyZA	h	ha	hao	haoy	A	ZA	yZA	oyZA	VM
wabu	w	wa	wab	wabu	u	bu	abu	wabu	CC
kisera	k	ki	kis	kise	a	ra	era	sera	WQ
janye	j	ja	jan	jany	e	ye	nye	anye	PSP

ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
parxA	p	pa	par	parx	A	xA	rxA	arxA	NN
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
bAXAbAXi	b	bA	bAX	bAXA	i	Xi	AXi	bAXi	NN
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
xuniyZA	x	xu	xun	xuni	A	ZA	yZA	iyZA	NN
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
AdZAla	A	Ad	AdZ	AdZA	a	la	Ala	ZAla	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
lukiyZe	l	lu	luk	luki	e	Ze	yZe	iyZe	VM
rAKabAra	r	rA	rAK	rAKa	a	ra	Ara	bAra	VAUX
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	INTF
prANapaNa	p	pr	prA	prAN	a	Na	aNa	paNa	JJ
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
kena	k	ke	ken	kena	a	na	ena	kena	WQ

ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
jora-karA	j	jo	jor	jora	A	rA	arA	karA	NN
sawIwbera	s	sa	saw	sawI	a	ra	era	bera	JJ
xAma	x	xA	xAm	xAma	a	ma	Ama	xAma	NN
buJawuma	b	bu	buJ	buJa	a	ma	uma	wuma	VM
parIkRAra	p	pa	par	parI	a	ra	Ara	RAra	NN
abakASa	a	ab	aba	abak	a	Sa	ASa	kASa	NN
WAkale	W	WA	WAk	WAka	e	le	ale	kale	VM

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
uwwApa	u	uw	uww	uwwA	a	pa	Apa	wApa	NN
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	JJ
camakiyZA	c	ca	cam	cama	A	ZA	yZA	iyZA	NN
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	VM
kahiyZACila	k	ka	kah	kahi	a	la	ila	Cila	VAUX
e	e	e	e	e	e	e	e	e	DEM
biXi-byabasWA	b	bi	biX	biXi	A	WA	sWA	asWA	NN
yAzrA	y	yA	yAz	yAzr	A	rA	zrA	AzrA	PRP
kare	k	ka	kar	kare	e	re	are	kare	VM
geCena	g	ge	geC	geCe	a	na	ena	Cena	VAUX
uwwara	u	uw	uww	uwwa	a	ra	ara	wara	NN
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
kara	k	ka	kar	kara	a	ra	ara	kara	VM
ge	g	ge	ge	ge	e	ge	ge	ge	VAUX
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
wAzxera	w	wA	wAz	wAzx	a	ra	era	xera	PRP

AmarA	A	Am	Ama	Amar	A	rA	arA	marA	PRP
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
bApa-mAyZera	b	bA	bAp	bApa	a	ra	era	Zera	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
yA	y	yA	yA	yA	A	yA	yA	yA	PRP
SiKeCi	S	Si	SiK	SiKe	i	Ci	eCi	KeCi	VM
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
kebala	k	ke	keb	keba	a	la	ala	bala	RB
pAlana	p	pA	pAl	pAla	a	na	ana	lana	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
Asaci	A	As	Asa	Asac	i	ci	aci	saci	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
jora	j	jo	jor	jora	a	ra	ora	jora	NN
kare	k	ka	kar	kare	e	re	are	kare	PSP
balawe	b	ba	bal	bala	e	we	awe	lawe	VM
pAri	p	pA	pAr	pAri	i	ri	Ari	pAri	VAUX
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC
sbAmIke	s	sb	sbA	sbAm	e	ke	Ike	mIke	NN
Xarmera	X	Xa	Xar	Xarm	a	ra	era	mera	NN
byApAra	b	by	byA	byAp	a	ra	Ara	pAra	NN
parakAlera	p	pa	par	para	a	ra	era	lera	NN
byApAra	b	by	byA	byAp	a	ra	Ara	pAra	NN
bale	b	ba	bal	bale	e	le	ale	bale	UT
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
yaWArWai	y	ya	yaW	yaWA	i	ai	Wai	rWai	JJ
niwe	n	ni	niw	niwe	e	we	iwe	niwe	VM
perece	p	pe	per	pere	e	ce	ece	rece	VAUX
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
pAyZera	p	pA	pAy	pAyZ	a	ra	era	Zera	NN
bedZi	b	be	bed	bedZ	i	Zi	dZi	edZi	NN
bezXei	b	be	bez	bezX	i	ei	Xei	zXei	VM
xAo	x	xA	xAo	xAo	o	Ao	xAo	xAo	VAUX
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
ketei	k	ke	ket	kete	i	ei	tei	etei	VM
xAo	x	xA	xAo	xAo	o	Ao	xAo	xAo	VAUX
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
sawIwba	s	sa	saw	sawI	a	ba	wba	Iwba	NN
ApanA-Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
yAcAi	y	yA	yAc	yAcA	i	Ai	cAi	AcAi	JJ
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
geCe	g	ge	geC	geCe	e	Ce	eCe	geCe	VAUX

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	NN
WAmiyZA	W	WA	WAm	WAmi	A	ZA	yZA	iyZA	VM
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RB
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RDP
baliyZACila	b	ba	bal	bali	a	la	ila	Cila	VM
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
sbAmIke	s	sb	sbA	sbAm	e	ke	Ike	mIke	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
xeKeca	x	xe	xeK	xeKe	a	ca	eca	Keca	VM

wini	w	wi	win	wini	i	ni	ini	wini	PRP
budZomAnuRa	b	bu	bud	budZ	a	Ra	uRa	nuRa	NN
Cilena	C	Ci	Cil	Cile	a	na	ena	lena	VM
saMsAre	s	sa	saM	saMs	e	re	Are	sAre	NN
wini	w	wi	win	wini	i	ni	ini	wini	PRP
xarixra	x	xa	xar	xari	a	ra	xra	ixra	JJ
rUpa-guNao	r	rU	rUp	rUpa	o	ao	Nao	uNao	NN
wAzra	w	wA	wAz	wAzr	a	ra	zra	Azra	PRP
sAXAraNa	s	sA	sAX	sAXA	a	Na	aNa	raNa	JJ
pAzcajanera	p	pA	pAz	pAzc	a	ra	era	nera	NN
beSi	b	be	beS	beSi	i	Si	eSi	beSi	JJ
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
winii	w	wi	win	wini	i	ii	nii	inii	PRP
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
ihakAla	i	ih	iha	ihak	a	la	Ala	kAla	NN
winii	w	wi	win	wini	i	ii	nii	inii	PRP
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
parakAla	p	pa	par	para	a	la	Ala	kAla	NN

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
bujiyZA	b	bu	buj	buji	A	ZA	yZA	iyZA	VM
palakera	p	pa	pal	pala	a	ra	era	kera	NN
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
boXa	b	bo	boX	boXa	a	Xa	oXa	boXa	NN
kari	k	ka	kar	kari	i	ri	ari	kari	VM
bA	b	bA	bA	bA	A	bA	bA	bA	CC
wAzhAkei	w	wA	wAz	wAzh	i	ei	kei	Akei	PRP
