waKanao	w	wa	waK	waKa	o	ao	nao	anao	PRP
aBimAna-Bare	a	aB	aBi	aBim	e	re	are	Bare	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
jAnine	j	jA	jAn	jAni	e	ne	ine	nine	VM

wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
gele	g	ge	gel	gele	e	le	ele	gele	VM
kabe	k	ka	kab	kabe	e	be	abe	kabe	WQ
seKAne	s	se	seK	seKA	e	ne	Ane	KAne	PRP

xina	x	xi	xin	xina	a	na	ina	xina	NN
pAzca-CayZa	p	pA	pAz	pAzc	a	Za	yZa	ayZa	NN
pUrbe	p	pU	pUr	pUrb	e	be	rbe	Urbe	NST

Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
KAini	K	KA	KAi	KAin	i	ni	ini	Aini	VM
eKano	e	eK	eKa	eKan	o	no	ano	Kano	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	RB
xeri	x	xe	xer	xeri	i	ri	eri	xeri	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
pArine	p	pA	pAr	pAri	e	ne	ine	rine	VAUX
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
punarAyZa	p	pu	pun	puna	a	Za	yZa	AyZa	RB
calibAra	c	ca	cal	cali	a	ra	Ara	bAra	VM
upakrama	u	up	upa	upak	a	ma	ama	rama	NN
kariwei	k	ka	kar	kari	i	ei	wei	iwei	VM
kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	VM
uTilena	u	uT	uTi	uTil	a	na	ena	lena	VAUX
AhA-hA	A	Ah	AhA	AhA-	A	hA	-hA	A-hA	NN
nAoyZA-KAoyZA	n	nA	nAo	nAoy	A	ZA	yZA	oyZA	JJ
wa	w	wa	wa	wa	a	wa	wa	wa	NN
womAxera	w	wo	wom	womA	a	ra	era	xera	PRP
kArao	k	kA	kAr	kAra	o	ao	rao	Arao	PRP
hayZani	h	ha	hay	hayZ	i	ni	ani	Zani	VM
xeKaci	x	xe	xeK	xeKa	i	ci	aci	Kaci	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
jale	j	ja	jal	jale	e	le	ale	jale	NN
padZani	p	pa	pad	padZ	i	ni	ani	Zani	VM
etAo	e	et	etA	etAo	o	Ao	tAo	etAo	NNP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
eKAneo	e	eK	eKA	eKAn	o	eo	neo	Aneo	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
cAkarabAkara	c	cA	cAk	cAka	a	ra	ara	kara	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
dAko	d	dA	dAk	dAko	o	ko	Ako	dAko	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ekabAra	e	ek	eka	ekab	a	ra	Ara	bAra	NN
beyZArAtAke	b	be	bey	beyZ	e	ke	Ake	tAke	NN
xAzdZiyZe	x	xA	xAz	xAzd	e	Ze	yZe	iyZe	VM
raile	r	ra	rai	rail	e	le	ile	aile	VAUX
kena	k	ke	ken	kena	a	na	ena	kena	WQ

bosa	b	bo	bos	bosa	a	sa	osa	bosa	XC
bosa	b	bo	bos	bosa	a	sa	osa	bosa	XC
sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NNP
byApAratA	b	by	byA	byAp	A	tA	atA	ratA	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
halo	h	ha	hal	halo	o	lo	alo	halo	VM
Kulei	K	Ku	Kul	Kule	i	ei	lei	ulei	VAUX
saba	s	sa	sab	saba	a	ba	aba	saba	QF
bala	b	ba	bal	bala	a	la	ala	bala	NN
Suni	S	Su	Sun	Suni	i	ni	uni	Suni	VM

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	VM
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
basila	b	ba	bas	basi	a	la	ila	sila	VAUX

ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
cupa	c	cu	cup	cupa	a	pa	upa	cupa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VAUX
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
rAwre	r	rA	rAw	rAwr	e	re	wre	Awre	NN
Gumucci	G	Gu	Gum	Gumu	i	ci	cci	ucci	VM
mahimera	m	ma	mah	mahi	a	ra	era	mera	NN
cikAre	c	ci	cik	cikA	e	re	Are	kAre	NN
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
beriyZe	b	be	ber	beri	e	Ze	yZe	iyZe	VM
padZe	p	pa	pad	padZ	e	Ze	dZe	adZe	VAUX
xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VAUX
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
XuXu	X	Xu	XuX	XuXu	u	Xu	uXu	XuXu	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
jbalaCe	j	jb	jba	jbal	e	Ce	aCe	laCe	VM
KadZera	K	Ka	Kad	KadZ	a	ra	era	Zera	NN
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
nibobAra	n	ni	nib	nibo	a	ra	Ara	bAra	VM
upAyZao	u	up	upA	upAy	o	ao	Zao	yZao	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
se	s	se	se	se	e	se	se	se	PRP
bqWA	b	bq	bqW	bqWA	A	WA	qWA	bqWA	NN
ceRtAo	c	ce	ceR	ceRt	o	Ao	tAo	RtAo	NN
keu	k	ke	keu	keu	u	eu	keu	keu	PRP
karale	k	ka	kar	kara	e	le	ale	rale	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
sarbasba	s	sa	sar	sarb	a	ba	sba	asba	NN
pudZe	p	pu	pud	pudZ	e	Ze	dZe	udZe	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
ki	k	ki	ki	ki	i	ki	ki	ki	WQ

kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP
lAPAiyZA	l	lA	lAP	lAPA	A	ZA	yZA	iyZA	VM
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VAUX
balilena	b	ba	bal	bali	a	na	ena	lena	VM
bala	b	ba	bal	bala	a	la	ala	bala	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
he	h	he	he	he	e	he	he	he	RP
sarbasba	s	sa	sar	sarb	a	ba	sba	asba	NN
pudZe	p	pu	pud	pudZ	e	Ze	dZe	udZe	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX

kiCui	k	ki	kiC	kiCu	i	ui	Cui	iCui	PRP
bAzcAwe	b	bA	bAz	bAzc	e	we	Awe	cAwe	VM
pArA	p	pA	pAr	pArA	A	rA	ArA	pArA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
gayZanApawragulo	g	ga	gay	gayZ	o	lo	ulo	gulo	NN

segulo	s	se	seg	segu	o	lo	ulo	gulo	PRP
bezcece	b	be	bez	bezc	e	ce	ece	cece	NN

wabu	w	wa	wab	wabu	u	bu	abu	wabu	CC
rakRe	r	ra	rak	rakR	e	Re	kRe	akRe	NN
hoka	h	ho	hok	hoka	a	ka	oka	hoka	VM

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
bqxXa	b	bq	bqx	bqxX	a	Xa	xXa	qxXa	JJ
xIrGaSbAsa	x	xI	xIr	xIrG	a	sa	Asa	bAsa	NN
wyAga	w	wy	wyA	wyAg	a	ga	Aga	yAga	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
AbAra	A	Ab	AbA	AbAr	a	ra	Ara	bAra	RB
ceyZAre	c	ce	cey	ceyZ	e	re	Are	ZAre	NN
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
padZilena	p	pa	pad	padZ	a	na	ena	lena	VAUX

KAnikakRaNa	K	KA	KAn	KAni	a	Na	aNa	RaNa	NN
swabXaBAbe	s	sw	swa	swab	e	be	Abe	BAbe	RB
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VAUX
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
karilena	k	ka	kar	kari	a	na	ena	lena	VM
wabu	w	wa	wab	wabu	u	bu	abu	wabu	CC
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kare	k	ka	kar	kare	e	re	are	kare	RP
AgunatA	A	Ag	Agu	Agun	A	tA	atA	natA	NN
lAgala	l	lA	lAg	lAga	a	la	ala	gala	VM

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	XC
kahila	k	ka	kah	kahi	a	la	ila	hila	NNP
balaluma	b	ba	bal	bala	a	ma	uma	luma	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ApanAke	A	Ap	Apa	Apan	e	ke	Ake	nAke	PRP
se	s	se	se	se	e	se	se	se	DEM
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
eKano	e	eK	eKa	eKan	o	no	ano	Kano	PRP
jAnA	j	jA	jAn	jAnA	A	nA	AnA	jAnA	VM
yAyZani	y	yA	yAy	yAyZ	i	ni	ani	Zani	VAUX

wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
grAmera	g	gr	grA	grAm	a	ra	era	mera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	JJ
keu	k	ke	keu	keu	u	eu	keu	keu	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
SuBAkAfkRI	S	Su	SuB	SuBA	I	RI	kRI	fkRI	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
jene	j	je	jen	jene	e	ne	ene	jene	VM
eseCi	e	es	ese	eseC	i	Ci	eCi	seCi	VAUX

nei	n	ne	nei	nei	i	ei	nei	nei	VM
buJi	b	bu	buJ	buJi	i	Ji	uJi	buJi	RP

nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kexArabAbu	k	ke	kex	kexA	u	bu	Abu	bAbu	NNP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
kona	k	ko	kon	kona	a	na	ona	kona	QF
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

anekakRaNa	a	an	ane	anek	a	Na	aNa	RaNa	NN
cupa	c	cu	cup	cupa	a	pa	upa	cupa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
bAhirera	b	bA	bAh	bAhi	a	ra	era	rera	NN
xike	x	xi	xik	xike	e	ke	ike	xike	NST
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	NN
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VAUX
pariSeRe	p	pa	par	pari	e	Re	eRe	SeRe	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
gaBIra	g	ga	gaB	gaBI	a	ra	Ira	BIra	JJ
niHSbAsa	n	ni	niH	niHS	a	sa	Asa	bAsa	NN
mocana	m	mo	moc	moca	a	na	ana	cana	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VAUX
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VM
balilena	b	ba	bal	bali	a	na	ena	lena	VM
yAo	y	yA	yAo	yAo	o	Ao	yAo	yAo	VAUX
snAna	s	sn	snA	snAn	a	na	Ana	nAna	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
eso	e	es	eso	eso	o	so	eso	eso	VM
ge	g	ge	ge	ge	e	ge	ge	ge	VAUX
sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
belA	b	be	bel	belA	A	lA	elA	belA	NN
karo	k	ka	kar	karo	o	ro	aro	karo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VM
rAnnA-bAnnAra	r	rA	rAn	rAnn	a	ra	Ara	nAra	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
yogAdZa	y	yo	yog	yogA	a	Za	dZa	AdZa	NN
hacCe	h	ha	hac	hacC	e	Ce	cCe	acCe	VM

baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
safge	s	sa	saf	safg	e	ge	fge	afge	NST
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
gelena	g	ge	gel	gele	a	na	ena	lena	VAUX

AhArAxira	A	Ah	AhA	AhAr	a	ra	ira	xira	NN
pareo	p	pa	par	pare	o	eo	reo	areo	NST
wini	w	wi	win	wini	i	ni	ini	wini	PRP
sureSake	s	su	sur	sure	e	ke	ake	Sake	NN
mukwi	m	mu	muk	mukw	i	wi	kwi	ukwi	NN
xena	x	xe	xen	xena	a	na	ena	xena	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

se	s	se	se	se	e	se	se	se	PRP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
ArAma-cOkira	A	Ar	ArA	ArAm	a	ra	ira	kira	NN
upare	u	up	upa	upar	e	re	are	pare	NST
arXanixriwAbasWAyZa	a	ar	arX	arXa	a	Za	yZa	AyZa	NN
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VAUX

acalAo	a	ac	aca	acal	o	Ao	lAo	alAo	RB
sei	s	se	sei	sei	i	ei	sei	sei	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
snAnAnwe	s	sn	snA	snAn	e	we	nwe	Anwe	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
giyZA	g	gi	giy	giyZ	A	ZA	yZA	iyZA	VM
Kila	K	Ki	Kil	Kila	a	la	ila	Kila	VAUX
xiyZACila	x	xi	xiy	xiyZ	a	la	ila	Cila	VAUX
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kona	k	ko	kon	kona	a	na	ona	kona	QF
sAdZASabxa	s	sA	sAd	sAdZ	a	xa	bxa	abxa	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

biSrAma	b	bi	biS	biSr	a	ma	Ama	rAma	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
kexArabAbura	k	ke	kex	kexA	a	ra	ura	bura	NNP

eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
teligrAma	t	te	tel	teli	a	ma	Ama	rAma	NN
AsA	A	As	AsA	AsA	A	sA	AsA	AsA	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
AsAra	A	As	AsA	AsAr	a	ra	Ara	sAra	VM
biSeRa	b	bi	biS	biSe	a	Ra	eRa	SeRa	JJ
kona	k	ko	kon	kona	a	na	ona	kona	QF
sArWakawA	s	sA	sAr	sArW	A	wA	awA	kawA	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wAhArai	w	wA	wAh	wAhA	i	ai	rai	Arai	PRP
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
belAtA	b	be	bel	belA	A	tA	AtA	lAtA	NN
CataPata	C	Ca	Cat	Cata	a	ta	ata	Pata	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
sanXyAra	s	sa	san	sanX	a	ra	Ara	yAra	NN
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
asamayZe	a	as	asa	asam	e	Ze	yZe	ayZe	NN
GumAno	G	Gu	Gum	GumA	o	no	Ano	mAno	VM
uciwa	u	uc	uci	uciw	a	wa	iwa	ciwa	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
ajuhAwe	a	aj	aju	ajuh	e	we	Awe	hAwe	NN
meyZeke	m	me	mey	meyZ	e	ke	eke	Zeke	NN
dAkAiyZA	d	dA	dAk	dAkA	A	ZA	yZA	iyZA	NN
pATAiyZA	p	pA	pAT	pATA	A	ZA	yZA	iyZA	VM
praWamei	p	pr	pra	praW	i	ei	mei	amei	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	VM
uTilena	u	uT	uTi	uTil	a	na	ena	lena	VAUX
womarA	w	wo	wom	woma	A	rA	arA	marA	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	RP
balale	b	ba	bal	bala	e	le	ale	lale	VM
se	s	se	se	se	e	se	se	se	PRP
teligrAma	t	te	tel	teli	a	ma	Ama	rAma	NN
karece	k	ka	kar	kare	e	ce	ece	rece	VM
kE	k	kE	kE	kE	E	kE	kE	kE	NN
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
kiCui	k	ki	kiC	kiCu	i	ui	Cui	iCui	PRP
xeKine	x	xe	xeK	xeKi	e	ne	ine	Kine	VM

womarA	w	wo	wom	woma	A	rA	arA	marA	PRP
trenewe	t	tr	tre	tren	e	we	ewe	newe	NN
ese	e	es	ese	ese	e	se	ese	ese	VM
padZale	p	pa	pad	padZ	e	le	ale	Zale	VAUX
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
wArera	w	wA	wAr	wAre	a	ra	era	rera	PRP
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
ewakRaNeo	e	ew	ewa	ewak	o	eo	Neo	aNeo	NN
pOzCala	p	pO	pOz	pOzC	a	la	ala	Cala	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

AcCA	A	Ac	AcC	AcCA	A	CA	cCA	AcCA	INJ
xAzdZAo	x	xA	xAz	xAzd	o	Ao	ZAo	dZAo	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
meyZera	m	me	mey	meyZ	a	ra	era	Zera	NN
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
jabAba	j	ja	jab	jabA	a	ba	Aba	bAba	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
SuniyZAi	S	Su	Sun	Suni	i	Ai	ZAi	yZAi	VM
catijuwA	c	ca	cat	cati	A	wA	uwA	juwA	NN
PataPata	P	Pa	Pat	Pata	a	ta	ata	Pata	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
kariwe	k	ka	kar	kari	e	we	iwe	riwe	RDP
xruwabege	x	xr	xru	xruw	e	ge	ege	bege	RB
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
gelena	g	ge	gel	gele	a	na	ena	lena	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
kRaNakAla	k	kR	kRa	kRaN	a	la	Ala	kAla	NN
parei	p	pa	par	pare	i	ei	rei	arei	NST
nIce	n	nI	nIc	nIce	e	ce	Ice	nIce	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
uwwejiwa	u	uw	uww	uwwe	a	wa	iwa	jiwa	JJ
kaNTasbara	k	ka	kaN	kaNT	a	ra	ara	bara	NN
spaRta	s	sp	spa	spaR	a	ta	Rta	aRta	JJ
SunA	S	Su	Sun	SunA	A	nA	unA	SunA	NN
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
xAsIke	x	xA	xAs	xAsI	e	ke	Ike	sIke	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	VM
wini	w	wi	win	wini	i	ni	ini	wini	PRP
nAnAprakAre	n	nA	nAn	nAnA	e	re	Are	kAre	NN
jerA	j	je	jer	jerA	A	rA	erA	jerA	NN
kariweCena	k	ka	kar	kari	a	na	ena	Cena	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
prawyuwware	p	pr	pra	praw	e	re	are	ware	NN
se	s	se	se	se	e	se	se	se	PRP
AScarya	A	AS	ASc	ASca	a	ya	rya	arya	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
bAraMbAra	b	bA	bAr	bAra	a	ra	Ara	bAra	NN
prawibAxa	p	pr	pra	praw	a	xa	Axa	bAxa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
baliweCe	b	ba	bal	bali	e	Ce	eCe	weCe	VM
se	s	se	se	se	e	se	se	se	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
bAbu	b	bA	bAb	bAbu	u	bu	Abu	bAbu	NN
Aguna	A	Ag	Agu	Agun	a	na	una	guna	NN
lege	l	le	leg	lege	e	ge	ege	lege	VM
Garaxora	G	Ga	Gar	Gara	a	ra	ora	xora	NN
saba	s	sa	sab	saba	a	ba	aba	saba	PRP
pudZe	p	pu	pud	pudZ	e	Ze	dZe	udZe	VM
CAi	C	CA	CAi	CAi	i	Ai	CAi	CAi	NN
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
cakRe	c	ca	cak	cakR	e	Re	kRe	akRe	NN
xeKe	x	xe	xeK	xeKe	e	Ke	eKe	xeKe	VM
eluma	e	el	elu	elum	a	ma	uma	luma	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
Apani	A	Ap	Apa	Apan	i	ni	ani	pani	PRP
balaCena	b	ba	bal	bala	a	na	ena	Cena	VM
podZeni	p	po	pod	podZ	i	ni	eni	Zeni	NN

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
Aguna	A	Ag	Agu	Agun	a	na	una	guna	NN
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
nA-i	n	nA	nA-	nA-i	i	-i	A-i	nA-i	NEG
lAgabe	l	lA	lAg	lAga	e	be	abe	gabe	VM
wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
Garaxora	G	Ga	Gar	Gara	a	ra	ora	xora	NN
pudZe	p	pu	pud	pudZ	e	Ze	dZe	udZe	VM
Basma	B	Ba	Bas	Basm	a	ma	sma	asma	NN
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kare	k	ka	kar	kare	e	re	are	kare	RP
ekabAra	e	ek	eka	ekab	a	ra	Ara	bAra	NN
bibecanA	b	bi	bib	bibe	A	nA	anA	canA	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
xeKuna	x	xe	xeK	xeKu	a	na	una	Kuna	VM
xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VAUX

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
samaswai	s	sa	sam	sama	i	ai	wai	swai	NN
SuniweCila	S	Su	Sun	Suni	a	la	ila	Cila	VM
se	s	se	se	se	e	se	se	se	PRP
mAWA	m	mA	mAW	mAWA	A	WA	AWA	mAWA	NN
wuliyZA	w	wu	wul	wuli	A	ZA	yZA	iyZA	VM
xeKila	x	xe	xeK	xeKi	a	la	ila	Kila	VM
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
cOkATa	c	cO	cOk	cOkA	a	Ta	ATa	kATa	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	PSP
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VM
pAMSu-muKe	p	pA	pAM	pAMS	e	Ke	uKe	muKe	VAUX
kAna	k	kA	kAn	kAna	a	na	Ana	kAna	NN
pAwiyZA	p	pA	pAw	pAwi	A	ZA	yZA	iyZA	VM
prawyeka	p	pr	pra	praw	a	ka	eka	yeka	QF
kaWAti	k	ka	kaW	kaWA	i	ti	Ati	WAti	NN
giliweCe	g	gi	gil	gili	e	Ce	eCe	weCe	VM

SuRka	S	Su	SuR	SuRk	a	ka	Rka	uRka	JJ
upahAsera	u	up	upa	upah	a	ra	era	sera	NN
Bafgiwe	B	Ba	Baf	Bafg	e	we	iwe	giwe	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
bAbAra	b	bA	bAb	bAbA	a	ra	Ara	bAra	NN
hala	h	ha	hal	hala	a	la	ala	hala	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
balawe	b	ba	bal	bala	e	we	awe	lawe	VM
pAro	p	pA	pAr	pAro	o	ro	Aro	pAro	VAUX

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
camakiyZA	c	ca	cam	cama	A	ZA	yZA	iyZA	JJ
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
PirAiyZA	P	Pi	Pir	PirA	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

sureSa	s	su	sur	sure	a	Sa	eSa	reSa	XC
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
niScayZai	n	ni	niS	niSc	i	ai	Zai	yZai	RB
balawe	b	ba	bal	bala	e	we	awe	lawe	VM
pAri	p	pA	pAr	pAri	i	ri	Ari	pAri	VAUX
uni	u	un	uni	uni	i	ni	uni	uni	PRP
biSbAsa	b	bi	biS	biSb	a	sa	Asa	bAsa	NN
karena	k	ka	kar	kare	a	na	ena	rena	VM
ni	n	ni	ni	ni	i	ni	ni	ni	NEG

