olo	o	ol	olo	olo	o	lo	olo	olo	NNP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kare	k	ka	kar	kare	e	re	are	kare	RP
kAtawa	k	kA	kAt	kAta	a	wa	awa	tawa	VM
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
Bebe	B	Be	Beb	Bebe	e	be	ebe	Bebe	VM
pAine	p	pA	pAi	pAin	e	ne	ine	Aine	VAUX

Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
CayZa	C	Ca	Cay	CayZ	a	Za	yZa	ayZa	QC
xina	x	xi	xin	xina	a	na	ina	xina	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
e	e	e	e	e	e	e	e	e	DEM
bAtIwe	b	bA	bAt	bAtI	e	we	Iwe	tIwe	NN
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VM

AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
bAdZi-GaraxbAra	b	bA	bAd	bAdZ	a	ra	Ara	bAra	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
AramBa	A	Ar	Ara	Aram	a	Ba	mBa	amBa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
mAnuRagulora	m	mA	mAn	mAnu	a	ra	ora	lora	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
cehArA	c	ce	ceh	cehA	A	rA	ArA	hArA	NN
baxalAiyZA	b	ba	bax	baxa	A	ZA	yZA	iyZA	VM
xibAra	x	xi	xib	xibA	a	ra	Ara	bAra	VAUX
kAryei	k	kA	kAr	kAry	i	ei	yei	ryei	NN
nijeke	n	ni	nij	nije	e	ke	eke	jeke	PRP
byApqwa	b	by	byA	byAp	a	wa	qwa	pqwa	JJ
rAKiyZACe	r	rA	rAK	rAKi	e	Ce	ACe	ZACe	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
saba	s	sa	sab	saba	a	ba	aba	saba	QF
kAjakarma	k	kA	kAj	kAja	a	ma	rma	arma	NN
hAsiTAttAra	h	hA	hAs	hAsi	a	ra	Ara	tAra	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
yAi-yAi	y	yA	yAi	yAi-	i	Ai	yAi	-yAi	NN
BAba	B	BA	BAb	BAba	a	ba	Aba	BAba	NN
acalAke	a	ac	aca	acal	e	ke	Ake	lAke	JJ
pIdZA	p	pI	pId	pIdZ	A	ZA	dZA	IdZA	NN
xiweCila	x	xi	xiw	xiwe	a	la	ila	Cila	VM

kAraNa	k	kA	kAr	kAra	a	Na	aNa	raNa	CC
mqNAlera	m	mq	mqN	mqNA	a	ra	era	lera	NN
kAje	k	kA	kAj	kAje	e	je	Aje	kAje	NN
kaWAyZa	k	ka	kaW	kaWA	a	Za	yZa	AyZa	NN
AcAre	A	Ac	AcA	AcAr	e	re	Are	cAre	XC
byabahAre	b	by	bya	byab	e	re	Are	hAre	NN
ewabadZa	e	ew	ewa	ewab	a	Za	dZa	adZa	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
sahaja	s	sa	sah	saha	a	ja	aja	haja	JJ
AwmIyZawA	A	Aw	Awm	AwmI	A	wA	awA	ZawA	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
yAhAra	y	yA	yAh	yAhA	a	ra	Ara	hAra	PRP
AdZAle	A	Ad	AdZ	AdZA	e	le	Ale	ZAle	NN
sbacCanxe	s	sb	sba	sbac	e	xe	nxe	anxe	RB
xAzdZAiyZA	x	xA	xAz	xAzd	A	ZA	yZA	iyZA	VM
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
uzki	u	uz	uzk	uzki	i	ki	zki	uzki	NN
mAriyZA	m	mA	mAr	mAri	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
nUwana	n	nU	nUw	nUwa	a	na	ana	wana	JJ
jIbanera	j	jI	jIb	jIba	a	ra	era	nera	NN
acenA	a	ac	ace	acen	A	nA	enA	cenA	JJ
GarakannAke	G	Ga	Gar	Gara	e	ke	Ake	nAke	NN
ciniyZA	c	ci	cin	cini	A	ZA	yZA	iyZA	VM
laibAra	l	la	lai	laib	a	ra	Ara	bAra	VAUX
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
pAiweCila	p	pA	pAi	pAiw	a	la	ila	Cila	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
ceyZeo	c	ce	cey	ceyZ	o	eo	Zeo	yZeo	PSP
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
badZa	b	ba	bad	badZ	a	Za	dZa	adZa	JJ
jinisake	j	ji	jin	jini	e	ke	ake	sake	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
biSeRa	b	bi	biS	biSe	a	Ra	eRa	SeRa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
cinibAra	c	ci	cin	cini	a	ra	Ara	bAra	NN
kOwUhala	k	kO	kOw	kOwU	a	la	ala	hala	NN
haiyZACila	h	ha	hai	haiy	a	la	ila	Cila	VM
se	s	se	se	se	e	se	se	se	PRP
sbayZaM	s	sb	sba	sbay	M	aM	ZaM	yZaM	PRP
mqNAlake	m	mq	mqN	mqNA	e	ke	ake	lake	NN

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
sAMsArika	s	sA	sAM	sAMs	a	ka	ika	rika	JJ
abasWA	a	ab	aba	abas	A	WA	sWA	asWA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
sacCala	s	sa	sac	sacC	a	la	ala	Cala	JJ
nahe	n	na	nah	nahe	e	he	ahe	nahe	VM
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
sampUrNa	s	sa	sam	samp	a	Na	rNa	UrNa	JJ
alafkArabarjiwa	a	al	ala	alaf	a	wa	iwa	jiwa	JJ
hAwa-xuKAnira	h	hA	hAw	hAwa	a	ra	ira	nira	NN
pAne	p	pA	pAn	pAne	e	ne	Ane	pAne	VM
cAhilei	c	cA	cAh	cAhi	i	ei	lei	ilei	VAUX
tera	t	te	ter	tera	a	ra	era	tera	NN
pAoyZA	p	pA	pAo	pAoy	A	ZA	yZA	oyZA	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX

wAhAwe	w	wA	wAh	wAhA	e	we	Awe	hAwe	PRP
BagnasbAsWya	B	Ba	Bag	Bagn	a	ya	Wya	sWya	NN
bqxXa	b	bq	bqx	bqxX	a	Xa	xXa	qxXa	JJ
sbAmI	s	sb	sbA	sbAm	I	mI	AmI	bAmI	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
xika	x	xi	xik	xika	a	ka	ika	xika	NN
xiyZAi	x	xi	xiy	xiyZ	i	Ai	ZAi	yZAi	PSP
yAhAke	y	yA	yAh	yAhA	e	ke	Ake	hAke	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
upayukwa	u	up	upa	upay	a	wa	kwa	ukwa	JJ
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	NN
mane	m	ma	man	mane	e	ne	ane	mane	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
upara	u	up	upa	upar	a	ra	ara	para	NST
bAdZiwe	b	bA	bAd	bAdZ	e	we	iwe	Ziwe	NN
pariSramera	p	pa	par	pari	a	ra	era	mera	NN
anwa	a	an	anw	anwa	a	wa	nwa	anwa	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
jarAjIrNa	j	ja	jar	jarA	a	Na	rNa	IrNa	JJ
SASudZi	S	SA	SAS	SASu	i	Zi	dZi	udZi	NN
mara	m	ma	mar	mara	a	ra	ara	mara	NN
mara	m	ma	mar	mara	a	ra	ara	mara	JJ
abasWAyZa	a	ab	aba	abas	a	Za	yZa	AyZa	NN
aharniSi	a	ah	aha	ahar	i	Si	iSi	niSi	JJ
galAyZa	g	ga	gal	galA	a	Za	yZa	AyZa	NN
JuliweCe	J	Ju	Jul	Juli	e	Ce	eCe	weCe	VM
kAraNe-akAraNe	k	kA	kAr	kAra	e	Ne	aNe	raNe	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
bakuni-Jakunira	b	ba	bak	baku	a	ra	ira	nira	NN
birAma	b	bi	bir	birA	a	ma	Ama	rAma	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
e	e	e	e	e	e	e	e	e	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
se	s	se	se	se	e	se	se	se	DEM
mqNAlera	m	mq	mqN	mqNA	a	ra	era	lera	NN
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
muKei	m	mu	muK	muKe	i	ei	Kei	uKei	NN
SuniyZACe-aWaca	S	Su	Sun	Suni	a	ca	aca	Waca	VM
kona	k	ko	kon	kona	a	na	ona	kona	QF
prawikUlawAi	p	pr	pra	praw	i	Ai	wAi	awAi	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
xuHKa	x	xu	xuH	xuHK	a	Ka	HKa	uHKa	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
meyZetike	m	me	mey	meyZ	e	ke	ike	tike	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
jIbanayAwrAra	j	jI	jIb	jIba	a	ra	Ara	rAra	NN
paWe	p	pa	paW	paWe	e	We	aWe	paWe	NN
abasanna	a	ab	aba	abas	a	na	nna	anna	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
basAiyZA	b	ba	bas	basA	A	ZA	yZA	iyZA	VM
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VAUX
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

hqxayZera	h	hq	hqx	hqxa	a	ra	era	Zera	NN
Ananxa-nirAnanxa	A	An	Ana	Anan	a	xa	nxa	anxa	NN
CAdZA	C	CA	CAd	CAdZ	A	ZA	dZA	AdZA	PSP
bAhirera	b	bA	bAh	bAhi	a	ra	era	rera	NN
kona-kiCura	k	ko	kon	kona	a	ra	ura	Cura	QF
yena	y	ye	yen	yena	a	na	ena	yena	RP
aswiwba	a	as	asw	aswi	a	ba	wba	iwba	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
emani	e	em	ema	eman	i	ni	ani	mani	PRP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
mUrKa	m	mU	mUr	mUrK	a	Ka	rKa	UrKa	NN
pAdZAgAzyZera	p	pA	pAd	pAdZ	a	ra	era	Zera	NN
meyZetAra	m	me	mey	meyZ	a	ra	Ara	tAra	NN
BAba	B	BA	BAb	BAba	a	ba	Aba	BAba	NN

anukRaNa	a	an	anu	anuk	a	Na	aNa	RaNa	NN
safge	s	sa	saf	safg	e	ge	fge	afge	RB
safge	s	sa	saf	safg	e	ge	fge	afge	RDP
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VM
se	s	se	se	se	e	se	se	se	PRP
beSa	b	be	beS	beSa	a	Sa	eSa	beSa	INTF
buJiweCila	b	bu	buJ	buJi	a	la	ila	Cila	JJ
paxma	p	pa	pax	paxm	a	ma	xma	axma	NN
yemana	y	ye	yem	yema	a	na	ana	mana	CC
pAzkera	p	pA	pAz	pAzk	a	ra	era	kera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
janmalABa	j	ja	jan	janm	a	Ba	ABa	lABa	NN
kariyZAo	k	ka	kar	kari	o	Ao	ZAo	yZAo	VM
malinawAra	m	ma	mal	mali	a	ra	Ara	wAra	NN
awIwa	a	aw	awI	awIw	a	wa	Iwa	wIwa	NN
Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	JJ
wemani	w	we	wem	wema	i	ni	ani	mani	CC
yena	y	ye	yen	yena	a	na	ena	yena	RP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
leKApadZA	l	le	leK	leKA	A	ZA	dZA	adZA	NN
nA-jAnA	n	nA	nA-	nA-j	A	nA	AnA	jAnA	JJ
xarixra	x	xa	xar	xari	a	ra	xra	ixra	JJ
pallI-lakRmItio	p	pa	pal	pall	o	io	tio	Itio	NN
sarbaprakAra	s	sa	sar	sarb	a	ra	Ara	kAra	NN
sAMsArika	s	sA	sAM	sAMs	a	ka	ika	rika	JJ
xuHKa-xArixryera	x	xu	xuH	xuHK	a	ra	era	yera	NN
krodZe	k	kr	kro	krod	e	Ze	dZe	odZe	NN
ahorAwra	a	ah	aho	ahor	a	ra	wra	Awra	JJ
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
kariyZAo	k	ka	kar	kari	o	Ao	ZAo	yZAo	VM
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
bexanA-yanwraNAra	b	be	bex	bexa	a	ra	Ara	NAra	NN
upare	u	up	upa	upar	e	re	are	pare	NST
abalIlAkrame	a	ab	aba	abal	e	me	ame	rame	NN
BAsiyZA	B	BA	BAs	BAsi	A	ZA	yZA	iyZA	VM
bedZAiweCe	b	be	bed	bedZ	e	Ce	eCe	weCe	VAUX

nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
xehera	x	xe	xeh	xehe	a	ra	era	hera	NN
klAnwi	k	kl	klA	klAn	i	wi	nwi	Anwi	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
SrAnwi	S	Sr	SrA	SrAn	i	wi	nwi	Anwi	NN

suwarAM	s	su	suw	suwa	M	AM	rAM	arAM	CC
acalAkeo	a	ac	aca	acal	o	eo	keo	Akeo	NN
se	s	se	se	se	e	se	se	se	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
sakala	s	sa	sak	saka	a	la	ala	kala	QF
anaByaswa	a	an	ana	anaB	a	wa	swa	aswa	JJ
kAjera	k	kA	kAj	kAje	a	ra	era	jera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
abiSrAnwa	a	ab	abi	abiS	a	wa	nwa	Anwa	JJ
tAniyZA	t	tA	tAn	tAni	A	ZA	yZA	iyZA	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
PiriweCila	P	Pi	Pir	Piri	a	la	ila	Cila	VM
yaxica	y	ya	yax	yaxi	a	ca	ica	xica	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
konatAra	k	ko	kon	kona	a	ra	Ara	tAra	NN
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
SikRA-xIkRA-saMskArera	S	Si	Sik	SikR	a	ra	era	rera	NN
sAmaFjasya	s	sA	sAm	sAma	a	ya	sya	asya	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
waWApi	w	wa	waW	waWA	i	pi	Api	WApi	CC
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
PirAiyZA	P	Pi	Pir	PirA	A	ZA	yZA	iyZA	VM
xAzdZAnatA	x	xA	xAz	xAzd	A	tA	atA	natA	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
awi-badZa	a	aw	awi	awi-	a	Za	dZa	adZa	JJ
lajjAra	l	la	laj	lajj	a	ra	Ara	jAra	NN
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
emanai	e	em	ema	eman	i	ai	nai	anai	INTF
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
mane	m	ma	man	mane	e	ne	ane	mane	NN
haiweCila	h	ha	hai	haiw	a	la	ila	Cila	VM

nijera	n	ni	nij	nije	a	ra	era	jera	PRP
BAgyatAkeo	B	BA	BAg	BAgy	o	eo	keo	Akeo	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
ekabAra	e	ek	eka	ekab	a	ra	Ara	bAra	NN
XikkAra	X	Xi	Xik	Xikk	a	ra	Ara	kAra	NN
xibAra	x	xi	xib	xibA	a	ra	Ara	bAra	VM
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
se	s	se	se	se	e	se	se	se	DEM
ekamuhUrwa	e	ek	eka	ekam	a	wa	rwa	Urwa	NN
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
Soka	S	So	Sok	Soka	a	ka	oka	Soka	NN
karibe	k	ka	kar	kari	e	be	ibe	ribe	VM
e	e	e	e	e	e	e	e	e	DEM
CayZatA	C	Ca	Cay	CayZ	A	tA	atA	ZatA	QC
xinera	x	xi	xin	xine	a	ra	era	nera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
se	s	se	se	se	e	se	se	se	DEM
PAzkatuku	P	PA	PAz	PAzk	u	ku	uku	tuku	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mile	m	mi	mil	mile	e	le	ile	mile	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
samayZatA	s	sa	sam	sama	A	tA	atA	ZatA	NN
se	s	se	se	se	e	se	se	se	DEM
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
hAsi-galpa	h	hA	hAs	hAsi	a	pa	lpa	alpa	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
emani	e	em	ema	eman	i	ni	ani	mani	DEM
BarAta	B	Ba	Bar	BarA	a	ta	Ata	rAta	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
gAzWiyZA	g	gA	gAz	gAzW	A	ZA	yZA	iyZA	VM
AniweCila	A	An	Ani	Aniw	a	la	ila	Cila	VAUX

wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
SbaSurabAdZi	S	Sb	Sba	SbaS	i	Zi	dZi	AdZi	NN
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	VM
yAibAra	y	yA	yAi	yAib	a	ra	Ara	bAra	VAUX
ifgiwa	i	if	ifg	ifgi	a	wa	iwa	giwa	JJ
mAwrei	m	mA	mAw	mAwr	i	ei	rei	wrei	RP
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
mane	m	ma	man	mane	e	ne	ane	mane	NN
haiweCila	h	ha	hai	haiw	a	la	ila	Cila	VM
safge	s	sa	saf	safg	e	ge	fge	afge	PSP
safgei	s	sa	saf	safg	i	ei	gei	fgei	RB
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
metebAdZitA	m	me	met	mete	A	tA	itA	ZitA	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
xarajA-jAnAlA-xeyZAlasamewa	x	xa	xar	xara	a	wa	ewa	mewa	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
wAsera	w	wA	wAs	wAse	a	ra	era	sera	NN
Garera	G	Ga	Gar	Gare	a	ra	era	rera	NN
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
cakRera	c	ca	cak	cakR	a	ra	era	Rera	NN
nimiRe	n	ni	nim	nimi	e	Re	iRe	miRe	NN
upudZa	u	up	upu	upud	a	Za	dZa	udZa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
yAibe	y	yA	yAi	yAib	e	be	ibe	Aibe	VAUX
mqNAlaxixi	m	mq	mqN	mqNA	i	xi	ixi	xixi	NN
caliyZA	c	ca	cal	cali	A	ZA	yZA	iyZA	VM
gele	g	ge	gel	gele	e	le	ele	gele	VAUX
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
se	s	se	se	se	e	se	se	se	DEM
ekaxaNdao	e	ek	eka	ekax	o	ao	dao	Ndao	NN
wiRTibe	w	wi	wiR	wiRT	e	be	ibe	Tibe	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM

sanXyAra	s	sa	san	sanX	a	ra	Ara	yAra	NN
para	p	pa	par	para	a	ra	ara	para	NST
ekasamayZe	e	ek	eka	ekas	e	Ze	yZe	ayZe	NN
acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
kebala	k	ke	keb	keba	a	la	ala	bala	RB
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
pAlAi	p	pA	pAl	pAlA	i	Ai	lAi	AlAi	NN
pAlAi	p	pA	pAl	pAlA	i	Ai	lAi	AlAi	VM
karaca	k	ka	kar	kara	a	ca	aca	raca	VAUX
mqNAlaxixi	m	mq	mqN	mqNA	i	xi	ixi	xixi	NNP
bApera	b	bA	bAp	bApe	a	ra	era	pera	NN
bAdZi	b	bA	bAd	bAdZ	i	Zi	dZi	AdZi	NN
ese	e	es	ese	ese	e	se	ese	ese	VM
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	QF
SIGra	S	SI	SIG	SIGr	a	ra	Gra	IGra	NN
Pire	P	Pi	Pir	Pire	e	re	ire	Pire	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX
bala	b	ba	bal	bala	a	la	ala	bala	JJ
wa	w	wa	wa	wa	a	wa	wa	wa	NN

wA	w	wA	wA	wA	A	wA	wA	wA	PRP
habe	h	ha	hab	habe	e	be	abe	habe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
yawaxina	y	ya	yaw	yawa	a	na	ina	xina	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
kalakAwAyZa	k	ka	kal	kala	a	Za	yZa	AyZa	NN
Pire	P	Pi	Pir	Pire	e	re	ire	Pire	VM
yAba	y	yA	yAb	yAba	a	ba	Aba	yAba	VAUX
wawaxina	w	wa	waw	wawa	a	na	ina	xina	NN
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
WAkawei	W	WA	WAk	WAka	i	ei	wei	awei	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
karaba	k	ka	kar	kara	a	ba	aba	raba	VM
BAi	B	BA	BAi	BAi	i	Ai	BAi	BAi	NN
sejaxi	s	se	sej	seja	i	xi	axi	jaxi	CC
SASudZibudZI	S	SA	SAS	SASu	I	ZI	dZI	udZI	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
nije	n	ni	nij	nije	e	je	ije	nije	PRP
marabe	m	ma	mar	mara	e	be	abe	rabe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
ekaxaNda	e	ek	eka	ekax	a	da	Nda	aNda	NN
CedZe	C	Ce	Ced	CedZ	e	Ze	dZe	edZe	VM
xebe	x	xe	xeb	xebe	e	be	ebe	xebe	VAUX

Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
bali	b	ba	bal	bali	i	li	ali	bali	VM
budZI	b	bu	bud	budZ	I	ZI	dZI	udZI	NN
wui	w	wu	wui	wui	i	ui	wui	wui	PRP
mar‌	m	ma	mar	mar‌	‌	r‌	ar‌	mar‌	NN

wora	w	wo	wor	wora	a	ra	ora	wora	PRP
Celera	C	Ce	Cel	Cele	a	ra	era	lera	NN
bayZasa	b	ba	bay	bayZ	a	sa	asa	Zasa	NN
RAta	R	RA	RAt	RAta	a	ta	Ata	RAta	QC
hawe	h	ha	haw	hawe	e	we	awe	hawe	VM
calala	c	ca	cal	cala	a	la	ala	lala	VAUX
SeRe	S	Se	SeR	SeRe	e	Re	eRe	SeRe	NN
wAke	w	wA	wAk	wAke	e	ke	Ake	wAke	PRP
KeyZe	K	Ke	Key	KeyZ	e	Ze	yZe	eyZe	VM
wabe	w	wa	wab	wabe	e	be	abe	wabe	CC
yAbi	y	yA	yAb	yAbi	i	bi	Abi	yAbi	VM

wA	w	wA	wA	wA	A	wA	wA	wA	PRP
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
xibArAwri	x	xi	xib	xibA	i	ri	wri	Awri	NN
kAse	k	kA	kAs	kAse	e	se	Ase	kAse	NN
xamatA	x	xa	xam	xama	A	tA	atA	matA	NN
wa	w	wa	wa	wa	a	wa	wa	wa	JJ
ekabArao	e	ek	eka	ekab	o	ao	rao	Arao	NN
Atake	A	At	Ata	Atak	e	ke	ake	take	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

acalA	a	ac	aca	acal	A	lA	alA	calA	JJ
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	NN
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	VM
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
buJi	b	bu	buJ	buJi	i	Ji	uJi	buJi	RP
wini	w	wi	win	wini	i	ni	ini	wini	PRP
xeKawe	x	xe	xeK	xeKa	e	we	awe	Kawe	VM
pArena	p	pA	pAr	pAre	a	na	ena	rena	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

mqNAla	m	mq	mqN	mqNA	a	la	Ala	NAla	NN
mAWA	m	mA	mAW	mAWA	A	WA	AWA	mAWA	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
