jalapaWe	j	ja	jal	jala	e	We	aWe	paWe	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

parane	p	pa	par	para	e	ne	ane	rane	NN
lawApAwA-Pula-kAtA	l	la	law	lawA	A	tA	AtA	kAtA	JJ
lufgi	l	lu	luf	lufg	i	gi	fgi	ufgi	NN
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
wele	w	we	wel	wele	e	le	ele	wele	NN
o	o	o	o	o	o	o	o	o	CC
mayZalAyZa	m	ma	may	mayZ	a	Za	yZa	AyZa	NN
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	JJ
malina	m	ma	mal	mali	a	na	ina	lina	NN

gAyZe	g	gA	gAy	gAyZ	e	Ze	yZe	AyZe	NN
mUlyabAna	m	mU	mUl	mUly	a	na	Ana	bAna	JJ
militAri	m	mi	mil	mili	i	ri	Ari	tAri	NN
Praka-kota	P	Pr	Pra	Prak	a	ta	ota	kota	JJ
jarira	j	ja	jar	jari	a	ra	ira	rira	NN
pAdZa	p	pA	pAd	pAdZ	a	Za	dZa	AdZa	NN
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
yemana	y	ye	yem	yema	a	na	ana	mana	CC
noMrA	n	no	noM	noMr	A	rA	MrA	oMrA	JJ
wemani	w	we	wem	wema	i	ni	ani	mani	CC
jIrNa	j	jI	jIr	jIrN	a	Na	rNa	IrNa	JJ

boXa	b	bo	boX	boXa	a	Xa	oXa	boXa	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
kona	k	ko	kon	kona	a	na	ona	kona	QF
purAwana	p	pu	pur	purA	a	na	ana	wana	JJ
jAmA-kApadZera	j	jA	jAm	jAmA	a	ra	era	Zera	NN
xokAna	x	xo	xok	xokA	a	na	Ana	kAna	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
kenA	k	ke	ken	kenA	A	nA	enA	kenA	NN

mAWAyZa	m	mA	mAW	mAWA	a	Za	yZa	AyZa	NN
belaxAra	b	be	bel	bela	a	ra	Ara	xAra	NNP
nyAkadZAra	n	ny	nyA	nyAk	a	ra	Ara	ZAra	JJ
tupi	t	tu	tup	tupi	i	pi	upi	tupi	NN
kapAla	k	ka	kap	kapA	a	la	Ala	pAla	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
tAnA	t	tA	tAn	tAnA	A	nA	AnA	tAnA	NN

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
mUrwira	m	mU	mUr	mUrw	a	ra	ira	wira	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
roRaxqpwacakRe	r	ro	roR	roRa	e	Re	kRe	akRe	NN
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kayZeka	k	ka	kay	kayZ	a	ka	eka	Zeka	QF
muhUrwa	m	mu	muh	muhU	a	wa	rwa	Urwa	NN
parei	p	pa	par	pare	i	ei	rei	arei	NST
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	VM
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VAUX
balila	b	ba	bal	bali	a	la	ila	lila	JJ
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN
cehArA	c	ce	ceh	cehA	A	rA	ArA	hArA	NN
yAi	y	yA	yAi	yAi	i	Ai	yAi	yAi	PRP
hoka	h	ho	hok	hoka	a	ka	oka	hoka	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
galAra	g	ga	gal	galA	a	ra	Ara	lAra	NN
AoyZAjatAke	A	Ao	Aoy	AoyZ	e	ke	Ake	tAke	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
baxale	b	ba	bax	baxa	e	le	ale	xale	NN
musalamAna	m	mu	mus	musa	a	na	Ana	mAna	JJ
kare	k	ka	kar	kare	e	re	are	kare	VM
Peleca	P	Pe	Pel	Pele	a	ca	eca	leca	VAUX

mAJi	m	mA	mAJ	mAJi	i	Ji	AJi	mAJi	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
puliSa	p	pu	pul	puli	a	Sa	iSa	liSa	NN
dAkabe	d	dA	dAk	dAka	e	be	abe	kabe	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
balila	b	ba	bal	bali	a	la	ila	lila	VM
puliSa	p	pu	pul	puli	a	Sa	iSa	liSa	NN
deke	d	de	dek	deke	e	ke	eke	deke	VM
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
XariyZe	X	Xa	Xar	Xari	e	Ze	yZe	iyZe	VM
xeoyZAi	x	xe	xeo	xeoy	i	Ai	ZAi	yZAi	VAUX
uciwa	u	uc	uci	uciw	a	wa	iwa	ciwa	JJ

apUrbabAbura	a	ap	apU	apUr	a	ra	ura	bura	NNP
icCetA	i	ic	icC	icCe	A	tA	etA	CetA	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
apUrNa	a	ap	apU	apUr	a	Na	rNa	UrNa	JJ
rAKi	r	rA	rAK	rAKi	i	Ki	AKi	rAKi	VM
kena	k	ke	ken	kena	a	na	ena	kena	WQ

mAJi	m	mA	mAJ	mAJi	i	Ji	AJi	mAJi	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
kaWAi	k	ka	kaW	kaWA	i	Ai	WAi	aWAi	NN
balaci	b	ba	bal	bala	i	ci	aci	laci	VM

eso	e	es	eso	eso	o	so	eso	eso	VM

joyZAra	j	jo	joy	joyZ	a	ra	Ara	ZAra	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
beSI	b	be	beS	beSI	I	SI	eSI	beSI	RB
nei	n	ne	nei	nei	i	ei	nei	nei	VM
eKano	e	eK	eKa	eKan	o	no	ano	Kano	PRP
koSa-xui	k	ko	koS	koSa	i	ui	xui	-xui	PRP
yewe	y	ye	yew	yewe	e	we	ewe	yewe	VM
habe	h	ha	hab	habe	e	be	abe	habe	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
nOkAyZa	n	nO	nOk	nOkA	a	Za	yZa	AyZa	NN
uTile	u	uT	uTi	uTil	e	le	ile	Tile	VM
TeliyZA	T	Te	Tel	Teli	A	ZA	yZA	iyZA	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
pAkA	p	pA	pAk	pAkA	A	kA	AkA	pAkA	JJ
mAJira	m	mA	mAJ	mAJi	a	ra	ira	Jira	NN
mawai	m	ma	maw	mawa	i	ai	wai	awai	PSP
xruwabege	x	xr	xru	xruw	e	ge	ege	bege	RB
agrasara	a	ag	agr	agra	a	ra	ara	sara	NN
hailena	h	ha	hai	hail	a	na	ena	lena	VM

yena	y	ye	yen	yena	a	na	ena	yena	CC
xuihAwe	x	xu	xui	xuih	e	we	Awe	hAwe	NN
xuKAnA	x	xu	xuK	xuKA	A	nA	AnA	KAnA	NN
xAzdZa	x	xA	xAz	xAzd	a	Za	dZa	zdZa	VM
tAnAi	t	tA	tAn	tAnA	i	Ai	nAi	AnAi	NN
wAzhAra	w	wA	wAz	wAzh	a	ra	Ara	hAra	PRP
peSA	p	pe	peS	peSA	A	SA	eSA	peSA	NN

kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
lAmA	l	lA	lAm	lAmA	A	mA	AmA	lAmA	NN
jAhAja	j	jA	jAh	jAhA	a	ja	Aja	hAja	NN
cale	c	ca	cal	cale	e	le	ale	cale	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
xeKale	x	xe	xeK	xeKa	e	le	ale	Kale	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kahila	k	ka	kah	kahi	a	la	ila	hila	JJ
hAz	h	hA	hAz	hAz	z	Az	hAz	hAz	NN

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
xikera	x	xi	xik	xike	a	ra	era	kera	NN
PArsta	P	PA	PAr	PArs	a	ta	sta	rsta	JJ
klAsa	k	kl	klA	klAs	a	sa	Asa	lAsa	NN
deke	d	de	dek	deke	e	ke	eke	deke	VM
xAzdZiyZeCila	x	xA	xAz	xAzd	a	la	ila	Cila	VAUX
xeKawe	x	xe	xeK	xeKa	e	we	awe	Kawe	VM
pele	p	pe	pel	pele	e	le	ele	pele	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
GAdZa	G	GA	GAd	GAdZ	a	Za	dZa	AdZa	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
jAnAila	j	jA	jAn	jAnA	a	la	ila	Aila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
kahilena	k	ka	kah	kahi	a	na	ena	lena	VM
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
bAsAyZa	b	bA	bAs	bAsA	a	Za	yZa	AyZa	NN
kiMbA	k	ki	kiM	kiMb	A	bA	MbA	iMbA	CC
APise	A	AP	APi	APis	e	se	ise	Pise	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
yAbAra	y	yA	yAb	yAbA	a	ra	Ara	bAra	VM
jo	j	jo	jo	jo	o	jo	jo	jo	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
jetira	j	je	jet	jeti	a	ra	ira	tira	NN
ekaXAre	e	ek	eka	ekaX	e	re	Are	XAre	NN
SAmpAna	S	SA	SAm	SAmp	a	na	Ana	pAna	NN
bezXe	b	be	bez	bezX	e	Xe	zXe	ezXe	VM
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
opare	o	op	opa	opar	e	re	are	pare	NST
xAzdZiyZe	x	xA	xAz	xAzd	e	Ze	yZe	iyZe	VM
CilAma	C	Ci	Cil	CilA	a	ma	Ama	lAma	VAUX
hAwa	h	hA	hAw	hAwa	a	wa	Awa	hAwa	NN
wule	w	wu	wul	wule	e	le	ule	wule	VM
selAma	s	se	sel	selA	a	ma	Ama	lAma	VM
karawei	k	ka	kar	kara	i	ei	wei	awei	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
byAkula	b	by	byA	byAk	a	la	ula	kula	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
kAra	k	kA	kAr	kAra	a	ra	Ara	kAra	WQ
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
kisera	k	ki	kis	kise	a	ra	era	sera	WQ
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
ewabadZa	e	ew	ewa	ewab	a	Za	dZa	adZa	INTF
BayZAnaka	B	Ba	Bay	BayZ	a	ka	aka	naka	JJ
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
gele	g	ge	gel	gele	e	le	ele	gele	VAUX
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN

prANatA	p	pr	prA	prAN	A	tA	atA	NatA	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
ekebArei	e	ek	eke	ekeb	i	ei	rei	Arei	RB
CeleKelA	C	Ce	Cel	Cele	A	lA	elA	KelA	NN

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
mAWA	m	mA	mAW	mAWA	A	WA	AWA	mAWA	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
balilena	b	ba	bal	bali	a	na	ena	lena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ekebArei	e	ek	eke	ekeb	i	ei	rei	Arei	RB
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
gelAma	g	ge	gel	gelA	a	ma	Ama	lAma	VM
kisera	k	ki	kis	kise	a	ra	era	sera	WQ
janye	j	ja	jan	jany	e	ye	nye	anye	PSP

Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	RB
sei	s	se	sei	sei	i	ei	sei	sei	PRP
janyei	j	ja	jan	jany	i	ei	yei	nyei	PSP
ye	y	ye	ye	ye	e	ye	ye	ye	PRP
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
cupati	c	cu	cup	cupa	i	ti	ati	pati	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
ekalA	e	ek	eka	ekal	A	lA	alA	kalA	NN
base	b	ba	bas	base	e	se	ase	base	VM
ACo	A	AC	ACo	ACo	o	Co	ACo	ACo	VAUX
bona	b	bo	bon	bona	a	na	ona	bona	NN

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ucCbasiwa	u	uc	ucC	ucCb	a	wa	iwa	siwa	JJ
kranxana	k	kr	kra	kran	a	na	ana	xana	NN
kiCuwei	k	ki	kiC	kiCu	i	ei	wei	uwei	PRP
cApiwe	c	cA	cAp	cApi	e	we	iwe	piwe	VM
pArila	p	pA	pAr	pAri	a	la	ila	rila	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kAzxiyZA	k	kA	kAz	kAzx	A	ZA	yZA	iyZA	VM
PeliyZA	P	Pe	Pel	Peli	A	ZA	yZA	iyZA	VAUX
balila	b	ba	bal	bali	a	la	ila	lila	VM
kaKaKano	k	ka	kaK	kaKa	o	no	ano	Kano	PRP
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
emani	e	em	ema	eman	i	ni	ani	mani	PRP
eseCi	e	es	ese	eseC	i	Ci	eCi	seCi	VM
prAyZa	p	pr	prA	prAy	a	Za	yZa	AyZa	RB
Asi	A	As	Asi	Asi	i	si	Asi	Asi	VM

kArao	k	kA	kAr	kAra	o	ao	rao	Arao	PRP
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
kaKaKano	k	ka	kaK	kaKa	o	no	ano	Kano	PRP
Asini	A	As	Asi	Asin	i	ni	ini	sini	VM

womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
cinawe	c	ci	cin	cina	e	we	awe	nawe	VM
pAralena	p	pA	pAr	pAra	a	na	ena	lena	VAUX

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
sahAsye	s	sa	sah	sahA	e	ye	sye	Asye	NN
balilena	b	ba	bal	bali	a	na	ena	lena	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ekebArei	e	ek	eke	ekeb	i	ei	rei	Arei	RB
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

e	e	e	e	e	e	e	e	e	DEM
bixye	b	bi	bix	bixy	e	ye	xye	ixye	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
Kuba	K	Ku	Kub	Kuba	a	ba	uba	Kuba	INTF
BAla	B	BA	BAl	BAla	a	la	Ala	BAla	JJ
karei	k	ka	kar	kare	i	ei	rei	arei	VM
SeKA	S	Se	SeK	SeKA	A	KA	eKA	SeKA	VM
e	e	e	e	e	e	e	e	e	DEM
xAdZi-gozPa	x	xA	xAd	xAdZ	a	Pa	zPa	ozPa	NN
XarA	X	Xa	Xar	XarA	A	rA	arA	XarA	VM
sahaja	s	sa	sah	saha	a	ja	aja	haja	JJ
karma	k	ka	kar	karm	a	ma	rma	arma	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
BArI	B	BA	BAr	BArI	I	rI	ArI	BArI	JJ
icCe	i	ic	icC	icCe	e	Ce	cCe	icCe	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
apUrbabAbu	a	ap	apU	apUr	u	bu	Abu	bAbu	NNP
yena	y	ye	yen	yena	a	na	ena	yena	CC
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
cinawe	c	ci	cin	cina	e	we	awe	nawe	VM
pArena	p	pA	pAr	pAre	a	na	ena	rena	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
ewa	e	ew	ewa	ewa	a	wa	ewa	ewa	INTF
byaswa	b	by	bya	byas	a	wa	swa	aswa	JJ
ye	y	ye	ye	ye	e	ye	ye	ye	CC
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
kE	k	kE	kE	kE	E	kE	kE	kE	WQ

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
nIrabe	n	nI	nIr	nIra	e	be	abe	rabe	RB
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
sei	s	se	sei	sei	i	ei	sei	sei	DEM
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
usuka	u	us	usu	usuk	a	ka	uka	suka	JJ
muKera	m	mu	muK	muKe	a	ra	era	Kera	NN
prawi	p	pr	pra	praw	i	wi	awi	rawi	PSP
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	VM
kRaNakAlera	k	kR	kRa	kRaN	a	ra	era	lera	NN
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
nirbAka	n	ni	nir	nirb	a	ka	Aka	bAka	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
gelena	g	ge	gel	gele	a	na	ena	lena	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
jijFAsA	j	ji	jij	jijF	A	sA	AsA	FAsA	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
wAra	w	wA	wAr	wAra	a	ra	Ara	wAra	PRP
pare	p	pa	par	pare	e	re	are	pare	NST
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
hala	h	ha	hal	hala	a	la	ala	hala	VM

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
balilena	b	ba	bal	bali	a	na	ena	lena	VM
biSeRa	b	bi	biS	biSe	a	Ra	eRa	SeRa	JJ
kiCui	k	ki	kiC	kiCu	i	ui	Cui	iCui	PRP
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	NN
hAsiyZA	h	hA	hAs	hAsi	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
biSeRa	b	bi	biS	biSe	a	Ra	eRa	SeRa	JJ
kiCu	k	ki	kiC	kiCu	u	Cu	iCu	kiCu	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	RP
hayZani	h	ha	hay	hayZ	i	ni	ani	Zani	VM
se	s	se	se	se	e	se	se	se	PRP
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
BAgya	B	BA	BAg	BAgy	a	ya	gya	Agya	NN

cinawe	c	ci	cin	cina	e	we	awe	nawe	VM
pAralei	p	pA	pAr	pAra	i	ei	lei	alei	VAUX
womAke	w	wo	wom	womA	e	ke	Ake	mAke	PRP
XariyZe	X	Xa	Xar	Xari	e	Ze	yZe	iyZe	VM
xiwena	x	xi	xiw	xiwe	a	na	ena	wena	VAUX
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
se	s	se	se	se	e	se	se	se	DEM
apamAna	a	ap	apa	apam	a	na	Ana	mAna	NN
edZAbAra	e	ed	edZ	edZA	a	ra	Ara	bAra	VM
janye	j	ja	jan	jany	e	ye	nye	anye	PSP
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
AwmahawyA	A	Aw	Awm	Awma	A	yA	wyA	awyA	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
hawo	h	ha	haw	hawo	o	wo	awo	hawo	VAUX

cAkari	c	cA	cAk	cAka	i	ri	ari	kari	NN
yAka	y	yA	yAk	yAka	a	ka	Aka	yAka	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
prANatA	p	pr	prA	prAN	A	tA	atA	NatA	NN
bAzcalo	b	bA	bAz	bAzc	o	lo	alo	calo	VM

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
xUra	x	xU	xUr	xUra	a	ra	Ura	xUra	NN
parapAre	p	pa	par	para	e	re	Are	pAre	NST
xqRti	x	xq	xqR	xqRt	i	ti	Rti	qRti	NN
prasAriwa	p	pr	pra	pras	a	wa	iwa	riwa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
niHSbAsa	n	ni	niH	niHS	a	sa	Asa	bAsa	NN
mocana	m	mo	moc	moca	a	na	ana	cana	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
nIrabe	n	nI	nIr	nIra	e	be	abe	rabe	RB
nOkA	n	nO	nOk	nOkA	A	kA	OkA	nOkA	JJ
bAhiyZA	b	bA	bAh	bAhi	A	ZA	yZA	iyZA	NN
caliwe	c	ca	cal	cali	e	we	iwe	liwe	VM
lAgilena	l	lA	lAg	lAgi	a	na	ena	lena	VAUX

kiCukRaNa	k	ki	kiC	kiCu	a	Na	aNa	RaNa	NN
niHSabxe	n	ni	niH	niHS	e	xe	bxe	abxe	RB
WAkiyZA	W	WA	WAk	WAki	A	ZA	yZA	iyZA	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
sahasA	s	sa	sah	saha	A	sA	asA	hasA	JJ
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
wuliyZA	w	wu	wul	wuli	A	ZA	yZA	iyZA	VM
praSna	p	pr	pra	praS	a	na	Sna	aSna	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
BAbaca	B	BA	BAb	BAba	a	ca	aca	baca	NN
xAxA	x	xA	xAx	xAxA	A	xA	AxA	xAxA	NN

bala	b	ba	bal	bala	a	la	ala	bala	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
xeKi	x	xe	xeK	xeKi	i	Ki	eKi	xeKi	VM

balaba	b	ba	bal	bala	a	ba	aba	laba	VM

wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
BAbaco	B	BA	BAb	BAba	o	co	aco	baco	VM
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	JJ
meyZetA	m	me	mey	meyZ	A	tA	etA	ZetA	NN
AmAra	A	Am	AmA	AmAr	a	ra	Ara	mAra	PRP
ceyZe	c	ce	cey	ceyZ	e	Ze	yZe	eyZe	PSP
Dera	D	De	Der	Dera	a	ra	era	Dera	INTF
beSI	b	be	beS	beSI	I	SI	eSI	beSI	JJ
mAnuRa	m	mA	mAn	mAnu	a	Ra	uRa	nuRa	NN
cinawe	c	ci	cin	cina	e	we	awe	nawe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX

nijera	n	ni	nij	nije	a	ra	era	jera	PRP
prANa	p	pr	prA	prAN	a	Na	ANa	rANa	NN
bAzcAwe	b	bA	bAz	bAzc	e	we	Awe	cAwe	VM
kona	k	ko	kon	kona	a	na	ona	kona	QF
SikRiwa	S	Si	Sik	SikR	a	wa	iwa	Riwa	JJ
lokai	l	lo	lok	loka	i	ai	kai	okai	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
ewabadZa	e	ew	ewa	ewab	a	Za	dZa	adZa	JJ
hInawA	h	hI	hIn	hIna	A	wA	awA	nawA	NN
sbIkAra	s	sb	sbI	sbIk	a	ra	Ara	kAra	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
lajjA	l	la	laj	lajj	A	jA	jjA	ajjA	NN
nei	n	ne	nei	nei	i	ei	nei	nei	NEG
kqwajFawA	k	kq	kqw	kqwa	A	wA	awA	FawA	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM
mAyZA-xayZA	m	mA	mAy	mAyZ	A	ZA	yZA	ayZA	NN
nei	n	ne	nei	nei	i	ei	nei	nei	VM
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
xile	x	xi	xil	xile	e	le	ile	xile	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
nebAra	n	ne	neb	nebA	a	ra	Ara	bAra	VM
ewatuku	e	ew	ewa	ewat	u	ku	uku	tuku	QF
ceRtA	c	ce	ceR	ceRt	A	tA	RtA	eRtA	NN
karale	k	ka	kar	kara	e	le	ale	rale	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
BayZera	B	Ba	Bay	BayZ	a	ra	era	Zera	NN
wAdZanAyZa	w	wA	wAd	wAdZ	a	Za	yZa	AyZa	NN
ekebAre	e	ek	eke	ekeb	e	re	Are	bAre	RB
janwura	j	ja	jan	janw	a	ra	ura	wura	NN
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
Cute	C	Cu	Cut	Cute	e	te	ute	Cute	VM
pAliyZe	p	pA	pAl	pAli	e	Ze	yZe	iyZe	VAUX
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
e	e	e	e	e	e	e	e	e	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
kalpanA	k	ka	kal	kalp	A	nA	anA	panA	NN
karaweo	k	ka	kar	kara	o	eo	weo	aweo	VM
pArini	p	pA	pAr	pAri	i	ni	ini	rini	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
ekebAre	e	ek	eke	ekeb	e	re	Are	bAre	RB
niHsaMSayZe	n	ni	niH	niHs	e	Ze	yZe	ayZe	NN
jeneCila	j	je	jen	jene	a	la	ila	Cila	VM

Tika	T	Ti	Tik	Tika	a	ka	ika	Tika	RB
