CelebelA	C	Ce	Cel	Cele	A	lA	elA	belA	NN
kanyAke	k	ka	kan	kany	e	ke	Ake	yAke	NN
bAtIra	b	bA	bAt	bAtI	a	ra	Ira	tIra	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
KuzjiyZA	K	Ku	Kuz	Kuzj	A	ZA	yZA	iyZA	VM
pAoyZA	p	pA	pAo	pAoy	A	ZA	yZA	oyZA	VM
gela	g	ge	gel	gela	a	la	ela	gela	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
AbAra	A	Ab	AbA	AbAr	a	ra	Ara	bAra	RB
eka-ekaxina	e	ek	eka	eka-	a	na	ina	xina	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wAhArA	w	wA	wAh	wAhA	A	rA	ArA	hArA	PRP
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	VM
Asila	A	As	Asi	Asil	a	la	ila	sila	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
safge	s	sa	saf	safg	e	ge	fge	afge	NST
Asila	A	As	Asi	Asil	a	la	ila	sila	VM
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
biciwra	b	bi	bic	bici	a	ra	wra	iwra	JJ
jAmAiyZera	j	jA	jAm	jAmA	a	ra	era	Zera	NN
xala	x	xa	xal	xala	a	la	ala	xala	NN

wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
BARA	B	BA	BAR	BARA	A	RA	ARA	BARA	NN
AlAxA	A	Al	AlA	AlAx	A	xA	AxA	lAxA	JJ
BAba	B	BA	BAb	BAba	a	ba	Aba	BAba	NN
AlAxA	A	Al	AlA	AlAx	A	xA	AxA	lAxA	JJ
Xarma	X	Xa	Xar	Xarm	a	ma	rma	arma	NN
AlAxA	A	Al	AlA	AlAx	A	xA	AxA	lAxA	JJ
mejAja	m	me	mej	mejA	a	ja	Aja	jAja	NN
AlAxA	A	Al	AlA	AlAx	A	xA	AxA	lAxA	JJ
SikRA	S	Si	Sik	SikR	A	RA	kRA	ikRA	NN
saMskAra	s	sa	saM	saMs	a	ra	Ara	kAra	JJ
kAhArao	k	kA	kAh	kAhA	o	ao	rao	Arao	NN
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
kAhArao	k	kA	kAh	kAhA	o	ao	rao	Arao	NN
eka	e	ek	eka	eka	a	ka	eka	eka	QC
nayZa–ei	n	na	nay	nayZ	i	ei	–ei	a–ei	NEG
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
xeSera	x	xe	xeS	xeSe	a	ra	era	Sera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
BArawera	B	BA	BAr	BAra	a	ra	era	wera	NNP
hinxu-musalamAna	h	hi	hin	hinx	a	na	Ana	mAna	JJ
praSnera	p	pr	pra	praS	a	ra	era	nera	NN
mawa	m	ma	maw	mawa	a	wa	awa	mawa	PSP
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RB
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RDP
eka	e	ek	eka	eka	a	ka	eka	eka	QC
awi	a	aw	awi	awi	i	wi	awi	awi	INTF
kaTina	k	ka	kaT	kaTi	a	na	ina	Tina	JJ
samasyAra	s	sa	sam	sama	a	ra	Ara	yAra	NN
uxBaba	u	ux	uxB	uxBa	a	ba	aba	Baba	NN
haiweCe	h	ha	hai	haiw	e	Ce	eCe	weCe	VM
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
mImAMsA	m	mI	mIm	mImA	A	sA	MsA	AMsA	NN
haibe	h	ha	hai	haib	e	be	ibe	aibe	VM
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM

kRoBe	k	kR	kRo	kRoB	e	Be	oBe	RoBe	NN
xuHKe	x	xu	xuH	xuHK	e	Ke	HKe	uHKe	NN
kroXe	k	kr	kro	kroX	e	Xe	oXe	roXe	NN
birakwiwe	b	bi	bir	bira	e	we	iwe	wiwe	NN
se	s	se	se	se	e	se	se	se	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
mane	m	ma	man	mane	e	ne	ane	mane	RDP
lAPAiwe	l	lA	lAP	lAPA	e	we	iwe	Aiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
meyZexera	m	me	mey	meyZ	a	ra	era	xera	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
sAmAjika	s	sA	sAm	sAmA	a	ka	ika	jika	JJ
sbAXInawAkei	s	sb	sbA	sbAX	i	ei	kei	Akei	NN
ekaSa	e	ek	eka	ekaS	a	Sa	aSa	kaSa	QC
bAra	b	bA	bAr	bAra	a	ra	Ara	bAra	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
baliwe	b	ba	bal	bali	e	we	iwe	liwe	UT
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	NN
e	e	e	e	e	e	e	e	e	PRP
haiwei	h	ha	hai	haiw	i	ei	wei	iwei	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
emana	e	em	ema	eman	a	na	ana	mana	PRP
kiCuwei	k	ki	kiC	kiCu	i	ei	wei	uwei	PRP
calibe	c	ca	cal	cali	e	be	ibe	libe	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

barmA	b	ba	bar	barm	A	mA	rmA	armA	NNP
naRta	n	na	naR	naRt	a	ta	Rta	aRta	NN
haiweCe	h	ha	hai	haiw	e	Ce	eCe	weCe	VM
iyZoropa	i	iy	iyZ	iyZo	a	pa	opa	ropa	NNP
ucCanna	u	uc	ucC	ucCa	a	na	nna	anna	JJ
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	NN
basiyZACe	b	ba	bas	basi	e	Ce	ACe	ZACe	VM
sei	s	se	sei	sei	i	ei	sei	sei	DEM
XAra-karA	X	XA	XAr	XAra	A	rA	arA	karA	NN
saByawA	s	sa	saB	saBy	A	wA	awA	yawA	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
xeSeo	x	xe	xeS	xeSe	o	eo	Seo	eSeo	NN
AmaxAni	A	Am	Ama	Amax	i	ni	Ani	xAni	NN
karile	k	ka	kar	kari	e	le	ile	rile	VM
AmarA	A	Am	Ama	Amar	A	rA	arA	marA	PRP
samUle	s	sa	sam	samU	e	le	Ule	mUle	NN
mariba	m	ma	mar	mari	a	ba	iba	riba	VM

AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
samAja	s	sa	sam	samA	a	ja	Aja	mAja	NN
yAzhArA	y	yA	yAz	yAzh	A	rA	ArA	hArA	PRP
gadZiyZACilena	g	ga	gad	gadZ	a	na	ena	lena	VM
nArIke	n	nA	nAr	nArI	e	ke	Ike	rIke	NN
wAzhArA	w	wA	wAz	wAzh	A	rA	ArA	hArA	PRP
ciniyZACilena	c	ci	cin	cini	a	na	ena	lena	VM
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
wa	w	wa	wa	wa	a	wa	wa	wa	NN
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
sawarka	s	sa	saw	sawa	a	ka	rka	arka	JJ
biXi-niReXa	b	bi	biX	biXi	a	Xa	eXa	ReXa	NN

ihA	i	ih	ihA	ihA	A	hA	ihA	ihA	PRP
kaTora	k	ka	kaT	kaTo	a	ra	ora	Tora	JJ
hauka	h	ha	hau	hauk	a	ka	uka	auka	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
kalyANe	k	ka	kal	kaly	e	Ne	ANe	yANe	NN
paripUrNa	p	pa	par	pari	a	Na	rNa	UrNa	JJ

e	e	e	e	e	e	e	e	e	DEM
xurxine	x	xu	xur	xurx	e	ne	ine	xine	NN
yaxi	y	ya	yax	yaxi	i	xi	axi	yaxi	CC
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
wAzhAxera	w	wA	wAz	wAzh	a	ra	era	xera	PRP
asaMSayZe	a	as	asa	asaM	e	Ze	yZe	ayZe	NN
XariyZA	X	Xa	Xar	Xari	A	ZA	yZA	iyZA	VM
WAkiwe	W	WA	WAk	WAki	e	we	iwe	kiwe	VAUX
pAri	p	pA	pAr	pAri	i	ri	Ari	pAri	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN
mqwyu	m	mq	mqw	mqwy	u	yu	wyu	qwyu	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
kehai	k	ke	keh	keha	i	ai	hai	ehai	PRP
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
bAzcAiwe	b	bA	bAz	bAzc	e	we	iwe	Aiwe	VM
pAribe	p	pA	pAr	pAri	e	be	ibe	ribe	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

emani	e	em	ema	eman	i	ni	ani	mani	DEM
XArA	X	XA	XAr	XArA	A	rA	ArA	XArA	NN
kawa	k	ka	kaw	kawa	a	wa	awa	kawa	WQ
ki	k	ki	ki	ki	i	ki	ki	ki	RP
sei	s	se	sei	sei	i	ei	sei	sei	DEM
anXakAre	a	an	anX	anXa	e	re	Are	kAre	NN
ekAkI	e	ek	ekA	ekAk	I	kI	AkI	kAkI	JJ
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
Apana	A	Ap	Apa	Apan	a	na	ana	pana	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
caliwe	c	ca	cal	cali	e	we	iwe	liwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
hAyZa	h	hA	hAy	hAyZ	a	Za	yZa	AyZa	INJ
re	r	re	re	re	e	re	re	re	RP

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
sojA	s	so	soj	sojA	A	jA	ojA	sojA	JJ
kaWAtA	k	ka	kaW	kaWA	A	tA	AtA	WAtA	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ekabArao	e	ek	eka	ekab	o	ao	rao	Arao	NN
uxayZa	u	ux	uxa	uxay	a	Za	yZa	ayZa	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ye	y	ye	ye	ye	e	ye	ye	ye	CC
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
mukwimanwrake	m	mu	muk	mukw	e	ke	ake	rake	NN
se	s	se	se	se	e	se	se	se	PRP
e	e	e	e	e	e	e	e	e	DEM
jIbanera	j	jI	jIb	jIba	a	ra	era	nera	NN
ekamAwra	e	ek	eka	ekam	a	ra	wra	Awra	JJ
brawa	b	br	bra	braw	a	wa	awa	rawa	NNP
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
kAyZamane	k	kA	kAy	kAyZ	e	ne	ane	mane	NN
grahaNa	g	gr	gra	grah	a	Na	aNa	haNa	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
cAhiweCe	c	cA	cAh	cAhi	e	Ce	eCe	weCe	VAUX
wAhArai	w	wA	wAh	wAhA	i	ai	rai	Arai	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	QF
eka	e	ek	eka	eka	a	ka	eka	eka	QC
mUrwike	m	mU	mUr	mUrw	e	ke	ike	wike	NN
se	s	se	se	se	e	se	se	se	PRP
xui	x	xu	xui	xui	i	ui	xui	xui	QC
hAwe	h	hA	hAw	hAwe	e	we	Awe	hAwe	NN
TeliyZA	T	Te	Tel	Teli	A	ZA	yZA	iyZA	VM
mukwira	m	mu	muk	mukw	a	ra	ira	wira	NN
sawyakAra	s	sa	saw	sawy	a	ra	Ara	kAra	JJ
xebawAkei	x	xe	xeb	xeba	i	ei	kei	Akei	NN
asammAne	a	as	asa	asam	e	ne	Ane	mAne	NN
xUra	x	xU	xUr	xUra	a	ra	Ura	xUra	NST
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
xiweCe	x	xi	xiw	xiwe	e	Ce	eCe	weCe	VAUX

mukwi	m	mu	muk	mukw	i	wi	kwi	ukwi	NN
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
emanai	e	em	ema	eman	i	ai	nai	anai	INTF
Cotta	C	Co	Cot	Cott	a	ta	tta	otta	JJ
ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	QC
jinisa	j	ji	jin	jini	a	sa	isa	nisa	NN

wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
ArAme	A	Ar	ArA	ArAm	e	me	Ame	rAme	NN
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
bujiyZA	b	bu	buj	buji	A	ZA	yZA	iyZA	VM
snAna	s	sn	snA	snAn	a	na	Ana	nAna	NN
karibAra	k	ka	kar	kari	a	ra	Ara	bAra	VM
cObAccA	c	cO	cOb	cObA	A	cA	ccA	AccA	NN
sWira	s	sW	sWi	sWir	a	ra	ira	Wira	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
basiyZA	b	ba	bas	basi	A	ZA	yZA	iyZA	VM
ACa	A	AC	ACa	ACa	a	Ca	ACa	ACa	VAUX

se	s	se	se	se	e	se	se	se	DEM
samuxra	s	sa	sam	samu	a	ra	xra	uxra	NN

ACei	A	AC	ACe	ACei	i	ei	Cei	ACei	NNP
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wAhAwe	w	wA	wAh	wAhA	e	we	Awe	hAwe	PRP
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
ACei	A	AC	ACe	ACei	i	ei	Cei	ACei	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wAhAwe	w	wA	wAh	wAhA	e	we	Awe	hAwe	PRP
uwwAla	u	uw	uww	uwwA	a	la	Ala	wAla	JJ
warafga	w	wa	war	wara	a	ga	fga	afga	NN
ACei	A	AC	ACe	ACei	i	ei	Cei	ACei	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
wAhAwe	w	wA	wAh	wAhA	e	we	Awe	hAwe	PRP
kumira	k	ku	kum	kumi	a	ra	ira	mira	NN
hAfgara	h	hA	hAf	hAfg	a	ra	ara	gara	NN

warI	w	wa	war	warI	I	rI	arI	warI	NN
seiKAnei	s	se	sei	seiK	i	ei	nei	Anei	PRP
dobe	d	do	dob	dobe	e	be	obe	dobe	VM
wabu	w	wa	wab	wabu	u	bu	abu	wabu	CC
seiKAnei	s	se	sei	seiK	i	ei	nei	Anei	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
jagawera	j	ja	jag	jaga	a	ra	era	wera	NN
prANa	p	pr	prA	prAN	a	Na	ANa	rANa	NN
wArai	w	wA	wAr	wAra	i	ai	rai	Arai	PRP
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
sakala	s	sa	sak	saka	a	la	ala	kala	QF
Sakwi	S	Sa	Sak	Sakw	i	wi	kwi	akwi	NN
sakala	s	sa	sak	saka	a	la	ala	kala	QF
sampaxa	s	sa	sam	samp	a	xa	axa	paxa	NN
sakala	s	sa	sak	saka	a	la	ala	kala	QF
sArWakawA	s	sA	sAr	sArW	A	wA	awA	kawA	NN

nirApaxa	n	ni	nir	nirA	a	xa	axa	paxa	JJ
pukura	p	pu	puk	puku	a	ra	ura	kura	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
kebalamAwra	k	ke	keb	keba	a	ra	wra	Awra	RB
prANaXAraNa	p	pr	prA	prAN	a	Na	aNa	raNa	NN
karAtukui	k	ka	kar	karA	i	ui	kui	ukui	VM
cale	c	ca	cal	cale	e	le	ale	cale	VAUX
bAzcA	b	bA	bAz	bAzc	A	cA	zcA	AzcA	NN
cale	c	ca	cal	cale	e	le	ale	cale	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

bAbujI	b	bA	bAb	bAbu	I	jI	ujI	bujI	NN
ApanAra	A	Ap	Apa	Apan	a	ra	Ara	nAra	PRP
KAbAra	K	KA	KAb	KAbA	a	ra	Ara	bAra	VM
wEri	w	wE	wEr	wEri	i	ri	Eri	wEri	NN

apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
cakiwa	c	ca	cak	caki	a	wa	iwa	kiwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	XC
rAmaSaraNa	r	rA	rAm	rAma	a	Na	aNa	raNa	XC
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
Alo	A	Al	Alo	Alo	o	lo	Alo	Alo	NN
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VM
AyZa	A	Ay	AyZ	AyZa	a	Za	yZa	AyZa	VAUX

kAla	k	kA	kAl	kAla	a	la	Ala	kAla	NN
sakAlera	s	sa	sak	sakA	a	ra	era	lera	NN
gAdZiwei	g	gA	gAd	gAdZ	i	ei	wei	iwei	NN
AmarA	A	Am	Ama	Amar	A	rA	arA	marA	PRP
mik‌WilA	m	mi	mik	mik‌	A	lA	ilA	WilA	NN
yAbo	y	yA	yAb	yAbo	o	bo	Abo	yAbo	VM

myAnejArake	m	my	myA	myAn	e	ke	ake	rake	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
Kabara	K	Ka	Kab	Kaba	a	ra	ara	bara	NN
pATiyZe	p	pA	pAT	pATi	e	Ze	yZe	iyZe	VM
xe	x	xe	xe	xe	e	xe	xe	xe	VAUX

AraxAli	A	Ar	Ara	Arax	i	li	Ali	xAli	XC
kahila	k	ka	kah	kahi	a	la	ila	hila	NNP
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
ApanAra	A	Ap	Apa	Apan	a	ra	Ara	nAra	PRP
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
paraSu	p	pa	par	para	u	Su	aSu	raSu	NN
yAbAra	y	yA	yAb	yAbA	a	ra	Ara	bAra	VM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM

nA	n	nA	nA	nA	A	nA	nA	nA	NEG
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
paraSu	p	pa	par	para	u	Su	aSu	raSu	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM
kAlai	k	kA	kAl	kAla	i	ai	lai	Alai	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
Alo	A	Al	Alo	Alo	o	lo	Alo	Alo	NN
xiyZe	x	xi	xiy	xiyZ	e	Ze	yZe	iyZe	PSP
yA	y	yA	yA	yA	A	yA	yA	yA	PRP
ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
e	e	e	e	e	e	e	e	e	NN
sambanXe	s	sa	sam	samb	e	Xe	nXe	anXe	PSP
AlocanA	A	Al	Alo	Aloc	A	nA	anA	canA	NN
banXa	b	ba	ban	banX	a	Xa	nXa	anXa	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
xila	x	xi	xil	xila	a	la	ila	xila	VAUX

samAjera	s	sa	sam	samA	a	ra	era	jera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
meyZexera	m	me	mey	meyZ	a	ra	era	xera	NN
sbAXInawAra	s	sb	sbA	sbAX	a	ra	Ara	wAra	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
nUwana	n	nU	nUw	nUwa	a	na	ana	wana	JJ
xika	x	xi	xik	xika	a	ka	ika	xika	NN
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
mana	m	ma	man	mana	a	na	ana	mana	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
ux‌BrAnwa	u	ux	ux‌	ux‌B	a	wa	nwa	Anwa	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uTiyZACila	u	uT	uTi	uTiy	a	la	ila	Cila	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
Arao	A	Ar	Ara	Arao	o	ao	rao	Arao	INTF
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
xika	x	xi	xik	xika	a	ka	ika	xika	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
yAhAra	y	yA	yAh	yAhA	a	ra	Ara	hAra	PRP
barNa	b	ba	bar	barN	a	Na	rNa	arNa	NN
o	o	o	o	o	o	o	o	o	CC
Alo	A	Al	Alo	Alo	o	lo	Alo	Alo	NN
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
gagana	g	ga	gag	gaga	a	na	ana	gana	NN
uxBAsiwa	u	ux	uxB	uxBA	a	wa	iwa	siwa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wuliwe	w	wu	wul	wuli	e	we	iwe	liwe	VAUX
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
e	e	e	e	e	e	e	e	e	DEM
xqSya	x	xq	xqS	xqSy	a	ya	Sya	qSya	NN
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
sbapneo	s	sb	sba	sbap	o	eo	neo	pneo	NN
uxayZa	u	ux	uxa	uxay	a	Za	yZa	ayZa	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

paraxina	p	pa	par	para	a	na	ina	xina	NN
yaWAsamayZe	y	ya	yaW	yaWA	e	Ze	yZe	ayZe	RB
se	s	se	se	se	e	se	se	se	DEM
mik‌WilAra	m	mi	mik	mik‌	a	ra	Ara	lAra	NN
uxxeSe	u	ux	uxx	uxxe	e	Se	eSe	xeSe	PSP
yAwrA	y	yA	yAw	yAwr	A	rA	wrA	AwrA	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
mana	m	ma	man	mana	a	na	ana	mana	NN
tikila	t	ti	tik	tiki	a	la	ila	kila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

xeSI	x	xe	xeS	xeSI	I	SI	eSI	xeSI	JJ
o	o	o	o	o	o	o	o	o	CC
bilAwI	b	bi	bil	bilA	I	wI	AwI	lAwI	JJ
paltanera	p	pa	pal	palt	a	ra	era	nera	NN
CAuni	C	CA	CAu	CAun	i	ni	uni	Auni	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
bAfAlI	b	bA	bAf	bAfA	I	lI	AlI	fAlI	JJ
anekaguli	a	an	ane	anek	i	li	uli	guli	NN
saparibAre	s	sa	sap	sapa	e	re	Are	bAre	NN
bAsa	b	bA	bAs	bAsa	a	sa	Asa	bAsa	NN
kariweCena	k	ka	kar	kari	a	na	ena	Cena	VM
KAsA	K	KA	KAs	KAsA	A	sA	AsA	KAsA	JJ
Sahara	S	Sa	Sah	Saha	a	ra	ara	hara	NN
nUwana	n	nU	nUw	nUwa	a	na	ana	wana	JJ
lokera	l	lo	lok	loke	a	ra	era	kera	NN
pakRe	p	pa	pak	pakR	e	Re	kRe	akRe	PSP
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
bedZAibAra	b	be	bed	bedZ	a	ra	Ara	bAra	VM
aneka	a	an	ane	anek	a	ka	eka	neka	QF
baswu	b	ba	bas	basw	u	wu	swu	aswu	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
e-sakala	e	e-	e-s	e-sa	a	la	ala	kala	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
BAlai	B	BA	BAl	BAla	i	ai	lai	Alai	NN
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

manatA	m	ma	man	mana	A	tA	atA	natA	NN
refgunera	r	re	ref	refg	a	ra	era	nera	NN
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
kebalai	k	ke	keb	keba	i	ai	lai	alai	RB
CataPata	C	Ca	Cat	Cata	a	ta	ata	Pata	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

BAmoyZa	B	BA	BAm	BAmo	a	Za	yZa	oyZa	NN
WAkiwe	W	WA	WAk	WAki	e	we	iwe	kiwe	VM
ridAirekta-karA	r	ri	rid	ridA	A	rA	arA	karA	VAUX
mAyZera	m	mA	mAy	mAyZ	a	ra	era	Zera	NN
ekaKAnA	e	ek	eka	ekaK	A	nA	AnA	KAnA	QC
pawra	p	pa	paw	pawr	a	ra	wra	awra	NN
se	s	se	se	se	e	se	se	se	PRP
pAiyZACila	p	pA	pAi	pAiy	a	la	ila	Cila	VM
rAmaxAserao	r	rA	rAm	rAma	o	ao	rao	erao	NNP
gotA-xui	g	go	got	gotA	i	ui	xui	-xui	QF
ciTi	c	ci	ciT	ciTi	i	Ti	iTi	ciTi	NN
wArapara	w	wA	wAr	wAra	a	ra	ara	para	RB
AsiyZACila	A	As	Asi	Asiy	a	la	ila	Cila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
seo	s	se	seo	seo	o	eo	seo	seo	PRP
prAyZa	p	pr	prA	prAy	a	Za	yZa	AyZa	RB
xaSa-bAroxina	x	xa	xaS	xaSa	a	na	ina	xina	NN
pUrbe	p	pU	pUr	pUrb	e	be	rbe	Urbe	NST

rAmaxAsa	r	rA	rAm	rAma	a	sa	Asa	xAsa	NNP
jAnAiyZACila	j	jA	jAn	jAnA	a	la	ila	Cila	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
AsA	A	As	AsA	AsA	A	sA	AsA	AsA	VM
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
bAsAbaxala	b	bA	bAs	bAsA	a	la	ala	xala	NN
karibAra	k	ka	kar	kari	a	ra	Ara	bAra	VM
prayZojana	p	pr	pra	pray	a	na	ana	jana	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
se	s	se	se	se	e	se	se	se	PRP
nije	n	ni	nij	nije	e	je	ije	nije	PRP
giyZA	g	gi	giy	giyZ	A	ZA	yZA	iyZA	VM
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
SuniyZA	S	Su	Sun	Suni	A	ZA	yZA	iyZA	VM
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VAUX
