belA	b	be	bel	belA	A	lA	elA	belA	NN
xeKawe	x	xe	xeK	xeKa	e	we	awe	Kawe	VM
pewena	p	pe	pew	pewe	a	na	ena	wena	VAUX

apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
GAdZa	G	GA	GAd	GAdZ	a	Za	dZa	AdZa	NN
nAdZiyZA	n	nA	nAd	nAdZ	A	ZA	yZA	iyZA	VM
balila	b	ba	bal	bali	a	la	ila	lila	JJ
Cutira	C	Cu	Cut	Cuti	a	ra	ira	tira	NN
xinera	x	xi	xin	xine	a	ra	era	nera	NN
BidZa	B	Bi	Bid	BidZ	a	Za	dZa	idZa	NN
xeKei	x	xe	xeK	xeKe	i	ei	Kei	eKei	VM
wA’	w	wA	wA’	wA’	’	A’	wA’	wA’	PRP
anuBaba	a	an	anu	anuB	a	ba	aba	Baba	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
pAraCi	p	pA	pAr	pAra	i	Ci	aCi	raCi	VAUX

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
janawAra	j	ja	jan	jana	a	ra	Ara	wAra	NN
sammuKei	s	sa	sam	samm	i	ei	Kei	uKei	RB
ekajana	e	ek	eka	ekaj	a	na	ana	jana	NN
mAxrAjI	m	mA	mAx	mAxr	I	jI	AjI	rAjI	JJ
swrIloka	s	sw	swr	swrI	a	ka	oka	loka	NN
parxA	p	pa	par	parx	A	xA	rxA	arxA	NN
TeliyZA	T	Te	Tel	Teli	A	ZA	yZA	iyZA	VM
pAyZaKAnAyZa	p	pA	pAy	pAyZ	a	Za	yZa	AyZa	VAUX
DukiweCila	D	Du	Duk	Duki	a	la	ila	Cila	VAUX
parxAra	p	pa	par	parx	a	ra	Ara	xAra	NN
abasWA	a	ab	aba	abas	A	WA	sWA	asWA	NN
xeKiyZA	x	xe	xeK	xeKi	A	ZA	yZA	iyZA	VM
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
lajjAyZa	l	la	laj	lajj	a	Za	yZa	AyZa	NN
rAfgA	r	rA	rAf	rAfg	A	gA	fgA	AfgA	NNP
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VAUX
balila	b	ba	bal	bali	a	la	ila	lila	JJ
paWera-xAbI	p	pa	paW	paWe	I	bI	AbI	xAbI	NN
karawe	k	ka	kar	kara	e	we	awe	rawe	VM
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VAUX
wa	w	wa	wa	wa	a	wa	wa	wa	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
SIGra	S	SI	SIG	SIGr	a	ra	Gra	IGra	NN
caluna	c	ca	cal	calu	a	na	una	luna	VM
eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
xAzdZAwe	x	xA	xAz	xAzd	e	we	Awe	ZAwe	VM
pAraba	p	pA	pAr	pAra	a	ba	aba	raba	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
nijeo	n	ni	nij	nije	o	eo	jeo	ijeo	PRP
wAhA	w	wA	wAh	wAhA	A	hA	AhA	wAhA	PRP
lakRya	l	la	lak	lakR	a	ya	Rya	kRya	NN
kariyZACila	k	ka	kar	kari	a	la	ila	Cila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
prawyuwware	p	pr	pra	praw	e	re	are	ware	NN
SuXu	S	Su	SuX	SuXu	u	Xu	uXu	SuXu	RB
ekatuKAni	e	ek	eka	ekat	i	ni	Ani	KAni	QC
hAsila	h	hA	hAs	hAsi	a	la	ila	sila	NN

arWA	a	ar	arW	arWA	A	WA	rWA	arWA	CC
mAnuRera	m	mA	mAn	mAnu	a	ra	era	Rera	NN
XApa	X	XA	XAp	XApa	a	pa	Apa	XApa	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
nAmAiyZA	n	nA	nAm	nAmA	A	ZA	yZA	iyZA	VM
yAhAxera	y	yA	yAh	yAhA	a	ra	era	xera	PRP
paSu	p	pa	paS	paSu	u	Su	aSu	paSu	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wolA	w	wo	wol	wolA	A	lA	olA	wolA	VAUX
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VAUX
wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
AbAra	A	Ab	AbA	AbAr	a	ra	Ara	bAra	RB
e-sakala	e	e-	e-s	e-sa	a	la	ala	kala	DEM
bAlAi	b	bA	bAl	bAlA	i	Ai	lAi	AlAi	NN
kena	k	ke	ken	kena	a	na	ena	kena	WQ

kayZekaKAnA	k	ka	kay	kayZ	A	nA	AnA	KAnA	QF
Gara	G	Ga	Gar	Gara	a	ra	ara	Gara	NN
pare	p	pa	par	pare	e	re	are	pare	NST
uBayZe	u	uB	uBa	uBay	e	Ze	yZe	ayZe	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
ekajana	e	ek	eka	ekaj	a	na	ana	jana	NN
bAfAlI	b	bA	bAf	bAfA	I	lI	AlI	fAlI	JJ
miswrIra	m	mi	mis	misw	a	ra	Ira	rIra	NN
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
prabeSa	p	pr	pra	prab	a	Sa	eSa	beSa	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

lokatAra	l	lo	lok	loka	a	ra	Ara	tAra	NN
bayZasa	b	ba	bay	bayZ	a	sa	asa	Zasa	NN
haiyZACe	h	ha	hai	haiy	e	Ce	ACe	ZACe	VM
kAraKAnAyZa	k	kA	kAr	kAra	a	Za	yZa	AyZa	NN
piwala	p	pi	piw	piwa	a	la	ala	wala	NN
DAlAiyZera	D	DA	DAl	DAlA	a	ra	era	Zera	NN
kAja	k	kA	kAj	kAja	a	ja	Aja	kAja	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
KAiyZA	K	KA	KAi	KAiy	A	ZA	yZA	iyZA	VM
kATera	k	kA	kAT	kATe	a	ra	era	Tera	NN
meJera	m	me	meJ	meJe	a	ra	era	Jera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	JJ
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
KArApa	K	KA	KAr	KArA	a	pa	Apa	rApa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
kAhAke	k	kA	kAh	kAhA	e	ke	Ake	hAke	NN
gAli	g	gA	gAl	gAli	i	li	Ali	gAli	NN
pAdZiweCila	p	pA	pAd	pAdZ	a	la	ila	Cila	VM
BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
dAkiyZA	d	dA	dAk	dAki	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
mAnika	m	mA	mAn	mAni	a	ka	ika	nika	JJ
kAra	k	kA	kAr	kAra	a	ra	Ara	kAra	NN
opare	o	op	opa	opar	e	re	are	pare	NST
rAga	r	rA	rAg	rAga	a	ga	Aga	rAga	NN
karaca	k	ka	kar	kara	a	ca	aca	raca	VM

suSIla	s	su	suS	suSI	a	la	Ila	SIla	JJ
kE	k	kE	kE	kE	E	kE	kE	kE	NN

se	s	se	se	se	e	se	se	se	PRP
Aja	A	Aj	Aja	Aja	a	ja	Aja	Aja	NN
xu’xina	x	xu	xu’	xu’x	a	na	ina	xina	NN
padZawe	p	pa	pad	padZ	e	we	awe	Zawe	VM
yAyZa	y	yA	yAy	yAyZ	a	Za	yZa	AyZa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
kena	k	ke	ken	kena	a	na	ena	kena	WQ

mAnika	m	mA	mAn	mAni	a	ka	ika	nika	JJ
konamawe	k	ko	kon	kona	e	we	awe	mawe	RDP
hAwe-pAyZe	h	hA	hAw	hAwe	e	Ze	yZe	AyZe	NN
Bara	B	Ba	Bar	Bara	a	ra	ara	Bara	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	VM
uTiyZA	u	uT	uTi	uTiy	A	ZA	yZA	iyZA	VAUX
basila	b	ba	bas	basi	a	la	ila	sila	VM
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
cAhiyZA	c	cA	cAh	cAhi	A	ZA	yZA	iyZA	VM
ciniwa	c	ci	cin	cini	a	wa	iwa	niwa	JJ
pAriyZA	p	pA	pAr	pAri	A	ZA	yZA	iyZA	NN
balila	b	ba	bal	bali	a	la	ila	lila	VM
xiximaNi	x	xi	xix	xixi	i	Ni	aNi	maNi	VAUX

esa	e	es	esa	esa	a	sa	esa	esa	XC
baso	b	ba	bas	baso	o	so	aso	baso	NN

suSI	s	su	suS	suSI	I	SI	uSI	suSI	NNP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
kare	k	ka	kar	kare	e	re	are	kare	RP
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
iskule	i	is	isk	isku	e	le	ule	kule	NN
yAbe	y	yA	yAb	yAbe	e	be	Abe	yAbe	VM
bala	b	ba	bal	bala	a	la	ala	bala	NN

rAzXAbAdZA	r	rA	rAz	rAzX	A	ZA	dZA	AdZA	NNP
bAsanamAjA	b	bA	bAs	bAsa	A	jA	AjA	mAjA	NN
mAyZa	m	mA	mAy	mAyZ	a	Za	yZa	AyZa	NN
CeletAke	C	Ce	Cel	Cele	e	ke	Ake	tAke	NN
sAmalAno	s	sA	sAm	sAma	o	no	Ano	lAno	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
buka	b	bu	buk	buka	a	ka	uka	buka	NN
Pete	P	Pe	Pet	Pete	e	te	ete	Pete	VM
yAcce	y	yA	yAc	yAcc	e	ce	cce	Acce	VAUX
xiximaNi	x	xi	xix	xixi	i	Ni	aNi	maNi	NN
yoxo	y	yo	yox	yoxo	o	xo	oxo	yoxo	VM
SAlAke	S	SA	SAl	SAlA	e	ke	Ake	lAke	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
Kuna	K	Ku	Kun	Kuna	a	na	una	Kuna	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
kari	k	ka	kar	kari	i	ri	ari	kari	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN
Ami	A	Am	Ami	Ami	i	mi	Ami	Ami	PRP
kEbarwa	k	kE	kEb	kEba	a	wa	rwa	arwa	NN
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP
KArija	K	KA	KAr	KAri	a	ja	ija	rija	NN

badZasAhebake	b	ba	bad	badZ	e	ke	ake	bake	NN
emani	e	em	ema	eman	i	ni	ani	mani	PRP
xaraKAswa	x	xa	xar	xara	a	wa	swa	Aswa	JJ
xeba	x	xe	xeb	xeba	a	ba	eba	xeba	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
SAlAra	S	SA	SAl	SAlA	a	ra	Ara	lAra	NN
cAkari	c	cA	cAk	cAka	i	ri	ari	kari	NN
KeyZe	K	Ke	Key	KeyZ	e	Ze	yZe	eyZe	VM
xeba	x	xe	xeb	xeba	a	ba	eba	xeba	VAUX

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
sahAsye	s	sa	sah	sahA	e	ye	sye	Asye	NN
kahila	k	ka	kah	kahi	a	la	ila	hila	VM
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
xiyZo	x	xi	xiy	xiyZ	o	Zo	yZo	iyZo	VM

Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
bala	b	ba	bal	bala	a	la	ala	bala	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
sumiwrAxixike	s	su	sum	sumi	e	ke	ike	xike	NN
xiyZe	x	xi	xiy	xiyZ	e	Ze	yZe	iyZe	PSP
Amii	A	Am	Ami	Amii	i	ii	mii	Amii	PRP
womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
xaraKAswa	x	xa	xar	xara	a	wa	swa	Aswa	NN
liKe	l	li	liK	liKe	e	Ke	iKe	liKe	VM
xeba	x	xe	xeb	xeba	a	ba	eba	xeba	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
kAla	k	kA	kAl	kAla	a	la	Ala	kAla	NN
AmAxera	A	Am	AmA	AmAx	a	ra	era	xera	PRP
PayZAra	P	Pa	Pay	PayZ	a	ra	Ara	ZAra	NN
mATe	m	mA	mAT	mATe	e	Te	ATe	mATe	NN
mitiM	m	mi	mit	miti	M	iM	tiM	itiM	NN
wA	w	wA	wA	wA	A	wA	wA	wA	PRP
mane	m	ma	man	mane	e	ne	ane	mane	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
wa	w	wa	wa	wa	a	wa	wa	wa	NN

emana	e	em	ema	eman	a	na	ana	mana	DEM
samayZa	s	sa	sam	sama	a	Za	yZa	ayZa	NN
baCara	b	ba	baC	baCa	a	ra	ara	Cara	NN
xaSa-egArora	x	xa	xaS	xaSa	a	ra	ora	rora	NN
ekati	e	ek	eka	ekat	i	ti	ati	kati	QC
meyZe	m	me	mey	meyZ	e	Ze	yZe	eyZe	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
prabeSa	p	pr	pra	prab	a	Sa	eSa	beSa	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

se	s	se	se	se	e	se	se	se	DEM
aFcalera	a	aF	aFc	aFca	a	ra	era	lera	NN
Biwara	B	Bi	Biw	Biwa	a	ra	ara	wara	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
eka	e	ek	eka	eka	a	ka	eka	eka	QC
bowala	b	bo	bow	bowa	a	la	ala	wala	NN
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
sAbaXAne	s	sA	sAb	sAba	e	ne	Ane	XAne	RB
meJera	m	me	meJ	meJe	a	ra	era	Jera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
rAKiyZA	r	rA	rAK	rAKi	A	ZA	yZA	iyZA	VM
kahila	k	ka	kah	kahi	a	la	ila	hila	VAUX
bAbA	b	bA	bAb	bAbA	A	bA	AbA	bAbA	NN
GodZA	G	Go	God	GodZ	A	ZA	dZA	odZA	NN
mArkA	m	mA	mAr	mArk	A	kA	rkA	ArkA	JJ
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	RB
nei	n	ne	nei	nei	i	ei	nei	nei	VM
wAi	w	wA	wAi	wAi	i	Ai	wAi	wAi	CC
tupi	t	tu	tup	tupi	i	pi	upi	tupi	NN
mArkA	m	mA	mAr	mArk	A	kA	rkA	ArkA	JJ
maxa	m	ma	max	maxa	a	xa	axa	maxa	NN
niyZe	n	ni	niy	niyZ	e	Ze	yZe	iyZe	VM
eluma	e	el	elu	elum	a	ma	uma	luma	VAUX

cArate	c	cA	cAr	cAra	e	te	ate	rate	QC
payZasA	p	pa	pay	payZ	A	sA	asA	ZasA	NN
bAkI	b	bA	bAk	bAkI	I	kI	AkI	bAkI	JJ
raila	r	ra	rai	rail	a	la	ila	aila	NN

xeKa	x	xe	xeK	xeKa	a	Ka	eKa	xeKa	VM
bAbA	b	bA	bAb	bAbA	A	bA	AbA	bAbA	NN
rAma	r	rA	rAm	rAma	a	ma	Ama	rAma	XC
AiyZA	A	Ai	Aiy	AiyZ	A	ZA	yZA	iyZA	NNP
mAwAla	m	mA	mAw	mAwA	a	la	Ala	wAla	JJ
hayZe	h	ha	hay	hayZ	e	Ze	yZe	ayZe	VM
AmAke	A	Am	AmA	AmAk	e	ke	Ake	mAke	PRP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
balaCila	b	ba	bal	bala	a	la	ila	Cila	VM
jAno	j	jA	jAn	jAno	o	no	Ano	jAno	VM

prawyuwware	p	pr	pra	praw	e	re	are	ware	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
piwA	p	pi	piw	piwA	A	wA	iwA	piwA	NN
rAmiyZAra	r	rA	rAm	rAmi	a	ra	Ara	ZAra	NNP
uxxeSe	u	ux	uxx	uxxe	e	Se	eSe	xeSe	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
kaxarya	k	ka	kax	kaxa	a	ya	rya	arya	JJ
BARA	B	BA	BAR	BARA	A	RA	ARA	BARA	NN
uccAraNa	u	uc	ucc	uccA	a	Na	aNa	raNa	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
kahila	k	ka	kah	kahi	a	la	ila	hila	NNP
o-saba	o	o-	o-s	o-sa	a	ba	aba	saba	JJ
jAyZagAyZa	j	jA	jAy	jAyZ	a	Za	yZa	AyZa	NN
wumi	w	wu	wum	wumi	i	mi	umi	wumi	PRP
Ara	A	Ar	Ara	Ara	a	ra	Ara	Ara	CC
yeyZo	y	ye	yey	yeyZ	o	Zo	yZo	eyZo	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

womAra	w	wo	wom	womA	a	ra	Ara	mAra	PRP
mA	m	mA	mA	mA	A	mA	mA	mA	NN
koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
suSIlA	s	su	suS	suSI	A	lA	IlA	SIlA	NN

mA	m	mA	mA	mA	A	mA	mA	mA	NN

mA	m	mA	mA	mA	A	mA	mA	mA	NN
wa	w	wa	wa	wa	a	wa	wa	wa	NN
paraSu	p	pa	par	para	u	Su	aSu	raSu	NN
rAwwire	r	rA	rAw	rAww	e	re	ire	wire	NN
yaxukAkAra	y	ya	yax	yaxu	a	ra	Ara	kAra	NN
safge	s	sa	saf	safg	e	ge	fge	afge	NST
beriyZe	b	be	ber	beri	e	Ze	yZe	iyZe	VM
giyZe	g	gi	giy	giyZ	e	Ze	yZe	iyZe	VAUX
lAinera	l	lA	lAi	lAin	a	ra	era	nera	NN
bAire	b	bA	bAi	bAir	e	re	ire	Aire	NST
GaraBAdZA	G	Ga	Gar	Gara	A	ZA	dZA	AdZA	NN
karece	k	ka	kar	kare	e	ce	ece	rece	VM

meyZetA	m	me	mey	meyZ	A	tA	etA	ZetA	NN
Arao	A	Ar	Ara	Arao	o	ao	rao	Arao	INTF
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
baliweCila	b	ba	bal	bali	a	la	ila	Cila	VM
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
bApa	b	bA	bAp	bApa	a	pa	Apa	bApa	NN
garjana	g	ga	gar	garj	a	na	ana	jana	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX
karAcci	k	ka	kar	karA	i	ci	cci	Acci	VAUX

e	e	e	e	e	e	e	e	e	DEM
bAbA	b	bA	bAb	bAbA	A	bA	AbA	bAbA	NN
biyZe-karA	b	bi	biy	biyZ	A	rA	arA	karA	JJ
paribAra	p	pa	par	pari	a	ra	Ara	bAra	NN
beuSye	b	be	beu	beuS	e	ye	Sye	uSye	NN
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
aniSciwa	a	an	ani	aniS	a	wa	iwa	ciwa	JJ
kampiwahaswe	k	ka	kam	kamp	e	we	swe	aswe	NN
skrura	s	sk	skr	skru	a	ra	ura	rura	NN
aBAbe	a	aB	aBA	aBAb	e	be	Abe	BAbe	NN
BAfgA	B	BA	BAf	BAfg	A	gA	fgA	AfgA	VM
Kunwira	K	Ku	Kun	Kunw	a	ra	ira	wira	NN
dagA	d	da	dag	dagA	A	gA	agA	dagA	NN
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
nUwana	n	nU	nUw	nUwa	a	na	ana	wana	JJ
bowalera	b	bo	bow	bowa	a	ra	era	lera	NN
Cipi	C	Ci	Cip	Cipi	i	pi	ipi	Cipi	NN
Kuliwe	K	Ku	Kul	Kuli	e	we	iwe	liwe	NN
prabqwwa	p	pr	pra	prab	a	wa	wwa	qwwa	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM

BArawI	B	BA	BAr	BAra	I	wI	awI	rawI	NNP
haTA	h	ha	haT	haTA	A	TA	aTA	haTA	RB
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
aFcalaprAnwe	a	aF	aFc	aFca	e	we	nwe	Anwe	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
prabala	p	pr	pra	prab	a	la	ala	bala	JJ
AkarRaNa	A	Ak	Aka	Akar	a	Na	aNa	RaNa	NN
anuBaba	a	an	anu	anuB	a	ba	aba	Baba	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
piCana	p	pi	piC	piCa	a	na	ana	Cana	JJ
PiriyZA	P	Pi	Pir	Piri	A	ZA	yZA	iyZA	NN
xeKila	x	xe	xeK	xeKi	a	la	ila	Kila	VM
apUrbara	a	ap	apU	apUr	a	ra	ara	bara	JJ
muKa	m	mu	muK	muKa	a	Ka	uKa	muKa	NN
ekebAre	e	ek	eke	ekeb	e	re	Are	bAre	RB
PyAkASe	P	Py	PyA	PyAk	e	Se	ASe	kASe	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
geCe	g	ge	geC	geCe	e	Ce	eCe	geCe	VAUX

kaKano	k	ka	kaK	kaKa	o	no	ano	Kano	PRP
se	s	se	se	se	e	se	se	se	PRP
BArawIke	B	BA	BAr	BAra	e	ke	Ike	wIke	NNP
sparSa	s	sp	spa	spar	a	Sa	rSa	arSa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
se	s	se	se	se	e	se	se	se	DEM
jFAnai	j	jF	jFA	jFAn	i	ai	nai	Anai	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

kahila	k	ka	kah	kahi	a	la	ila	hila	NN
caluna	c	ca	cal	calu	a	na	una	luna	VM
eKAna	e	eK	eKA	eKAn	a	na	Ana	KAna	PRP
Weke	W	We	Wek	Weke	e	ke	eke	Weke	PSP

ekatu	e	ek	eka	ekat	u	tu	atu	katu	QF
xAzdZAna	x	xA	xAz	xAzd	a	na	Ana	ZAna	VM

nA	n	nA	nA	nA	A	nA	nA	nA	NEG
eka	e	ek	eka	eka	a	ka	eka	eka	QC
minita	m	mi	min	mini	a	ta	ita	nita	NN
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
baliyZA	b	ba	bal	bali	A	ZA	yZA	iyZA	UT
se	s	se	se	se	e	se	se	se	PRP
ekaprakAra	e	ek	eka	ekap	a	ra	Ara	kAra	NN
jora	j	jo	jor	jora	a	ra	ora	jora	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
wAhAke	w	wA	wAh	wAhA	e	ke	Ake	hAke	PRP
bAhire	b	bA	bAh	bAhi	e	re	ire	hire	VM
Anila	A	An	Ani	Anil	a	la	ila	nila	VAUX

Garera	G	Ga	Gar	Gare	a	ra	era	rera	NN
Biware	B	Bi	Biw	Biwa	e	re	are	ware	NST
mAnika	m	mA	mAn	mAni	a	ka	ika	nika	JJ
Cipi	C	Ci	Cip	Cipi	i	pi	ipi	Cipi	NN
bowala	b	bo	bow	bowa	a	la	ala	wala	NN
o	o	o	o	o	o	o	o	o	CC
Kunwira	K	Ku	Kun	Kunw	a	ra	ira	wira	NN
bAzta	b	bA	bAz	bAzt	a	ta	zta	Azta	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
bIraxarpe	b	bI	bIr	bIra	e	pe	rpe	arpe	NN
garjAiwe	g	ga	gar	garj	e	we	iwe	Aiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
Kuna	K	Ku	Kun	Kuna	a	na	una	Kuna	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
PAzsi	P	PA	PAz	PAzs	i	si	zsi	Azsi	NN
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VM
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VAUX
se	s	se	se	se	e	se	se	se	DEM
Bi	B	Bi	Bi	Bi	i	Bi	Bi	Bi	NN
AcCA	A	Ac	AcC	AcCA	A	CA	cCA	AcCA	NN

se	s	se	se	se	e	se	se	se	DEM
xeSo	x	xe	xeS	xeSo	o	So	eSo	xeSo	NN
guNdAra	g	gu	guN	guNd	a	ra	Ara	dAra	NN
Cele	C	Ce	Cel	Cele	e	le	ele	Cele	NN
se	s	se	se	se	e	se	se	se	DEM
jela	j	je	jel	jela	a	la	ela	jela	NN
bA	b	bA	bA	bA	A	bA	bA	bA	CC
PAzsi	P	PA	PAz	PAzs	i	si	zsi	Azsi	NN
konatAkei	k	ko	kon	kona	i	ei	kei	Akei	RB
BayZa	B	Ba	Bay	BayZ	a	Za	yZa	ayZa	NN
kare	k	ka	kar	kare	e	re	are	kare	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

bAhire	b	bA	bAh	bAhi	e	re	ire	hire	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
apUrba	a	ap	apU	apUr	a	ba	rba	Urba	JJ
yena	y	ye	yen	yena	a	na	ena	yena	RP
agnikANdera	a	ag	agn	agni	a	ra	era	dera	NN
nyAyZa	n	ny	nyA	nyAy	a	Za	yZa	AyZa	PSP
jbaliyZA	j	jb	jba	jbal	A	ZA	yZA	iyZA	VM
uTila	u	uT	uTi	uTil	a	la	ila	Tila	VAUX

hArAmajAxA	h	hA	hAr	hArA	A	xA	AxA	jAxA	NNP
nacCAra	n	na	nac	nacC	a	ra	Ara	CAra	NN
pAjI	p	pA	pAj	pAjI	I	jI	AjI	pAjI	JJ
mAwAla	m	mA	mAw	mAwA	a	la	Ala	wAla	NN

yena	y	ye	yen	yena	a	na	ena	yena	CC
piSAcera	p	pi	piS	piSA	a	ra	era	cera	NN
narakakuNda	n	na	nar	nara	a	da	Nda	uNda	NN
bAniyZe	b	bA	bAn	bAni	e	Ze	yZe	iyZe	VM
reKece	r	re	reK	reKe	e	ce	ece	Kece	VAUX

eKAne	e	eK	eKA	eKAn	e	ne	Ane	KAne	PRP
pA	p	pA	pA	pA	A	pA	pA	pA	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
ApanAra	A	Ap	Apa	Apan	a	ra	Ara	nAra	PRP
GqNA	G	Gq	GqN	GqNA	A	NA	qNA	GqNA	NN
