behArA	b	be	beh	behA	A	rA	ArA	hArA	NN
bayZasa	b	ba	bay	bayZ	a	sa	asa	Zasa	NN
kawa	k	ka	kaw	kawa	a	wa	awa	kawa	WQ
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
ke	k	ke	ke	ke	e	ke	ke	ke	WQ
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
paWera	p	pa	paW	paWe	a	ra	era	Wera	NN
xUrawba	x	xU	xUr	xUra	a	ba	wba	awba	NN
yawa	y	ya	yaw	yawa	a	wa	awa	yawa	QF
bAdZiyZA	b	bA	bAd	bAdZ	A	ZA	yZA	iyZA	NN
caliwe	c	ca	cal	cali	e	we	iwe	liwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
belA	b	be	bel	belA	A	lA	elA	belA	NN
wawa	w	wa	waw	wawa	a	wa	awa	wawa	RB
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
Asiwe	A	As	Asi	Asiw	e	we	iwe	siwe	VAUX
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
o	o	o	o	o	o	o	o	o	CC
xUra	x	xU	xUr	xUra	a	ra	Ura	xUra	JJ
grAmera	g	gr	grA	grAm	a	ra	era	mera	NN
maXya	m	ma	maX	maXy	a	ya	Xya	aXya	NST
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
kAnnAra	k	kA	kAn	kAnn	a	ra	Ara	nAra	NN
rola	r	ro	rol	rola	a	la	ola	rola	NN
yawa	y	ya	yaw	yawa	a	wa	awa	yawa	CC
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kAne	k	kA	kAn	kAne	e	ne	Ane	kAne	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
pOzCiwe	p	pO	pOz	pOzC	e	we	iwe	Ciwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
wawai	w	wa	waw	wawa	i	ai	wai	awai	PRP
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
mana	m	ma	man	mana	a	na	ana	mana	NN
yena	y	ye	yen	yena	a	na	ena	yena	RP
ki	k	ki	ki	ki	i	ki	ki	ki	WQ
ekaprakAra	e	ek	eka	ekap	a	ra	Ara	kAra	NN
jadZawAyZa	j	ja	jad	jadZ	a	Za	yZa	AyZa	NN
JimAiyZA	J	Ji	Jim	JimA	A	ZA	yZA	iyZA	VM
padZiwe	p	pa	pad	padZ	e	we	iwe	Ziwe	VAUX
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX

bahukRaNa	b	ba	bah	bahu	a	Na	aNa	RaNa	NN
haiwe	h	ha	hai	haiw	e	we	iwe	aiwe	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
wqRNAboXa	w	wq	wqR	wqRN	a	Xa	oXa	boXa	NN
haiyZACila	h	ha	hai	haiy	a	la	ila	Cila	VM
eKAnei	e	eK	eKA	eKAn	i	ei	nei	Anei	PRP
kawakatA	k	ka	kaw	kawa	A	tA	atA	katA	QF
paWa	p	pa	paW	paWa	a	Wa	aWa	paWa	NN
naxIra	n	na	nax	naxI	a	ra	Ira	xIra	NN
ucca	u	uc	ucc	ucca	a	ca	cca	ucca	JJ
pAdZera	p	pA	pAd	pAdZ	a	ra	era	Zera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VM
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VAUX
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
GAtera	G	GA	GAt	GAte	a	ra	era	tera	NN
kACe	k	kA	kAC	kACe	e	Ce	ACe	kACe	NST
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
se	s	se	se	se	e	se	se	se	PRP
duli	d	du	dul	duli	i	li	uli	duli	NN
WAmAiyZA	W	WA	WAm	WAmA	A	ZA	yZA	iyZA	VM
abawaraNa	a	ab	aba	abaw	a	Na	aNa	raNa	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
hAwa-muKa	h	hA	hAw	hAwa	a	Ka	uKa	muKa	NN
XuiyZA	X	Xu	Xui	Xuiy	A	ZA	yZA	iyZA	VM
jala	j	ja	jal	jala	a	la	ala	jala	NN
KAibAra	K	KA	KAi	KAib	a	ra	Ara	bAra	VM
janya	j	ja	jan	jany	a	ya	nya	anya	PSP
nIce	n	nI	nIc	nIce	e	ce	Ice	nIce	NST
nAmiwei	n	nA	nAm	nAmi	i	ei	wei	iwei	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
coKe	c	co	coK	coKe	e	Ke	oKe	coKe	NN
padZila	p	pa	pad	padZ	a	la	ila	Zila	VM
gotA-xui	g	go	got	gotA	i	ui	xui	-xui	QF
arXagaliwa	a	ar	arX	arXa	a	wa	iwa	liwa	JJ
Saba	S	Sa	Sab	Saba	a	ba	aba	Saba	NN
anawixUre	a	an	ana	anaw	e	re	Ure	xUre	NN
AtakAiyZA	A	At	Ata	Atak	A	ZA	yZA	iyZA	VM
rahiyZACe	r	ra	rah	rahi	e	Ce	ACe	ZACe	VAUX

ihAxera	i	ih	ihA	ihAx	a	ra	era	xera	PRP
bIBasa	b	bI	bIB	bIBa	a	sa	asa	Basa	NN
bikqwi	b	bi	bik	bikq	i	wi	qwi	kqwi	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
manera	m	ma	man	mane	a	ra	era	nera	NN
upara	u	up	upa	upar	a	ra	ara	para	NST
eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
kona	k	ko	kon	kona	a	na	ona	kona	QF
AGAwai	A	AG	AGA	AGAw	i	ai	wai	Awai	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
sahajei	s	sa	sah	saha	i	ei	jei	ajei	RB
se	s	se	se	se	e	se	se	se	DEM
hAwa-muKa	h	hA	hAw	hAwa	a	Ka	uKa	muKa	NN
XuiyZA	X	Xu	Xui	Xuiy	A	ZA	yZA	iyZA	VM
jala	j	ja	jal	jala	a	la	ala	jala	NN
KAiyZA	K	KA	KAi	KAiy	A	ZA	yZA	iyZA	VM
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RB
XIre	X	XI	XIr	XIre	e	re	Ire	XIre	RDP
giyZA	g	gi	giy	giyZ	A	ZA	yZA	iyZA	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
KAtuliwe	K	KA	KAt	KAtu	e	we	iwe	liwe	NN
basila	b	ba	bas	basi	a	la	ila	sila	VM

kona	k	ko	kon	kona	a	na	ona	kona	QF
abasWAwei	a	ab	aba	abas	i	ei	wei	Awei	NN
ihA	i	ih	ihA	ihA	A	hA	ihA	ihA	PRP
se	s	se	se	se	e	se	se	se	PRP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
pakRe	p	pa	pak	pakR	e	Re	kRe	akRe	PSP
samBabapara	s	sa	sam	samB	a	ra	ara	para	JJ
kiCukAla	k	ki	kiC	kiCu	a	la	Ala	kAla	NN
pUrbe	p	pU	pUr	pUrb	e	be	rbe	Urbe	NST
e	e	e	e	e	e	e	e	e	DEM
kaWA	k	ka	kaW	kaWA	A	WA	aWA	kaWA	NN
boXa	b	bo	boX	boXa	a	Xa	oXa	boXa	JJ
kari	k	ka	kar	kari	i	ri	ari	kari	VM
se	s	se	se	se	e	se	se	se	DEM
cinwAo	c	ci	cin	cinw	o	Ao	wAo	nwAo	NN
kariwe	k	ka	kar	kari	e	we	iwe	riwe	VM
pAriwa	p	pA	pAr	pAri	a	wa	iwa	riwa	VAUX
nA	n	nA	nA	nA	A	nA	nA	nA	NEG

ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
para	p	pa	par	para	a	ra	ara	para	NST
haiwei	h	ha	hai	haiw	i	ei	wei	iwei	VM
prAyZa	p	pr	prA	prAy	a	Za	yZa	AyZa	RB
grAmagulAi	g	gr	grA	grAm	i	Ai	lAi	ulAi	NN
pariwyakwa	p	pa	par	pari	a	wa	kwa	akwa	JJ
SUnya	S	SU	SUn	SUny	a	ya	nya	Unya	JJ
kaxAci	k	ka	kax	kaxA	i	ci	Aci	xAci	NN
kona	k	ko	kon	kona	a	na	ona	kona	QF
awyanwa	a	aw	awy	awya	a	wa	nwa	anwa	INTF
xuHsAhasI	x	xu	xuH	xuHs	I	sI	asI	hasI	JJ
byakwi	b	by	bya	byak	i	wi	kwi	akwi	NN
Binna	B	Bi	Bin	Binn	a	na	nna	inna	JJ
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
yeWAyZa	y	ye	yeW	yeWA	a	Za	yZa	AyZa	NN
pAriyZACe	p	pA	pAr	pAri	e	Ce	ACe	ZACe	VM
palAyZana	p	pa	pal	palA	a	na	ana	Zana	NN
kariyZACe	k	ka	kar	kari	e	Ce	ACe	ZACe	VM

koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
Sabxa	S	Sa	Sab	Sabx	a	xa	bxa	abxa	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
sAdZA	s	sA	sAd	sAdZ	A	ZA	dZA	AdZA	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
GaraxbAra	G	Ga	Gar	Gara	a	ra	Ara	bAra	NN
ruxXa	r	ru	rux	ruxX	a	Xa	xXa	uxXa	JJ
aparicCanna	a	ap	apa	apar	a	na	nna	anna	JJ
mane	m	ma	man	mane	e	ne	ane	mane	NN
hayZa	h	ha	hay	hayZ	a	Za	yZa	ayZa	VM
yena	y	ye	yen	yena	a	na	ena	yena	CC
kutIragulA	k	ku	kut	kutI	A	lA	ulA	gulA	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
maraNake	m	ma	mar	mara	e	ke	ake	Nake	NN
anibArya	a	an	ani	anib	a	ya	rya	Arya	JJ
jAniyZA	j	jA	jAn	jAni	A	ZA	yZA	iyZA	VM
coKa	c	co	coK	coKa	a	Ka	oKa	coKa	NN
bujiyZA	b	bu	buj	buji	A	ZA	yZA	iyZA	VM
apekRA	a	ap	ape	apek	A	RA	kRA	ekRA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VAUX

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
mqwyuSAsiwa	m	mq	mqw	mqwy	a	wa	iwa	siwa	NN
nirjana	n	ni	nir	nirj	a	na	ana	jana	JJ
pallIgulira	p	pa	pal	pall	a	ra	ira	lira	NN
Biwara	B	Bi	Biw	Biwa	a	ra	ara	wara	NST
xiyZA	x	xi	xiy	xiyZ	A	ZA	yZA	iyZA	PSP
caliwe	c	ca	cal	cali	e	we	iwe	liwe	NN
raGubIra	r	ra	raG	raGu	a	ra	Ira	bIra	NN
o	o	o	o	o	o	o	o	o	CC
bAhakaxigera	b	bA	bAh	bAha	a	ra	era	gera	NN
cApA-galA	c	cA	cAp	cApA	A	lA	alA	galA	NN
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
wraswa-BIwa	w	wr	wra	wras	a	wa	Iwa	BIwa	JJ
paxakRepe	p	pa	pax	paxa	e	pe	epe	Repe	NN
prawimuhUrwei	p	pr	pra	praw	i	ei	wei	rwei	NN
acalAke	a	ac	aca	acal	e	ke	Ake	lAke	JJ
bipaxera	b	bi	bip	bipa	a	ra	era	xera	NN
bArwA	b	bA	bAr	bArw	A	wA	rwA	ArwA	NN
jAnAiwe	j	jA	jAn	jAnA	e	we	iwe	Aiwe	VM
lAgila	l	lA	lAg	lAgi	a	la	ila	gila	VAUX
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
manera	m	ma	man	mane	a	ra	era	nera	NN
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
BayZai	B	Ba	Bay	BayZ	i	ai	Zai	yZai	NN
haila	h	ha	hai	hail	a	la	ila	aila	VM
nA	n	nA	nA	nA	A	nA	nA	nA	NEG
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
yena	y	ye	yen	yena	a	na	ena	yena	RP
kona	k	ko	kon	kona	a	na	ona	kona	QF
Ajanma	A	Aj	Aja	Ajan	a	ma	nma	anma	NN
paricayZa	p	pa	par	pari	a	Za	yZa	ayZa	NN
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VM
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
anwaHkaraNa	a	an	anw	anwa	a	Na	aNa	raNa	NN
emani	e	em	ema	eman	i	ni	ani	mani	PRP
nirbikAra	n	ni	nir	nirb	a	ra	Ara	kAra	JJ
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
rahila	r	ra	rah	rahi	a	la	ila	hila	VAUX

eiBAbe	e	ei	eiB	eiBA	e	be	Abe	BAbe	RB
bAki	b	bA	bAk	bAki	i	ki	Aki	bAki	JJ
paWatA	p	pa	paW	paWa	A	tA	atA	WatA	NN
awibAhiwa	a	aw	awi	awib	a	wa	iwa	hiwa	JJ
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ihArA	i	ih	ihA	ihAr	A	rA	ArA	hArA	PRP
yaKana	y	ya	yaK	yaKa	a	na	ana	Kana	PRP
mAJuliwe	m	mA	mAJ	mAJu	e	we	iwe	liwe	NN
upasWiwa	u	up	upa	upas	a	wa	iwa	Wiwa	JJ
haila	h	ha	hai	hail	a	la	ila	aila	VM
waKana	w	wa	waK	waKa	a	na	ana	Kana	PRP
belA	b	be	bel	belA	A	lA	elA	belA	NN
SeRa	S	Se	SeR	SeRa	a	Ra	eRa	SeRa	NN
haiyZA	h	ha	hai	haiy	A	ZA	yZA	iyZA	VM
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VAUX

acalAra	a	ac	aca	acal	a	ra	Ara	lAra	JJ
xqDZa-biSbAsa	x	xq	xqD	xqDZ	a	sa	Asa	bAsa	NN
Cila	C	Ci	Cil	Cila	a	la	ila	Cila	VM
wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
paWera	p	pa	paW	paWe	a	ra	era	Wera	NN
xuHKa	x	xu	xuH	xuHK	a	Ka	HKa	uHKa	NN
pOzCAnora	p	pO	pOz	pOzC	a	ra	ora	nora	VM
safge	s	sa	saf	safg	e	ge	fge	afge	RB
safgei	s	sa	saf	safg	i	ei	gei	fgei	RDP
abasAna	a	ab	aba	abas	a	na	Ana	sAna	NN
haibe	h	ha	hai	haib	e	be	ibe	aibe	VM

grAmera	g	gr	grA	grAm	a	ra	era	mera	NN
kqwajFa	k	kq	kqw	kqwa	a	Fa	jFa	ajFa	JJ
naranArI	n	na	nar	nara	I	rI	ArI	nArI	JJ
CutiyZA	C	Cu	Cut	Cuti	A	ZA	yZA	iyZA	NN
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
saMbarXanA	s	sa	saM	saMb	A	nA	anA	XanA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	NN
sAhebera	s	sA	sAh	sAhe	a	ra	era	bera	NN
xarabAre	x	xa	xar	xara	e	re	Are	bAre	NN
laiyZA	l	la	lai	laiy	A	ZA	yZA	iyZA	VM
yAibe	y	yA	yAi	yAib	e	be	ibe	Aibe	VAUX
waWAyZa	w	wa	waW	waWA	a	Za	yZa	AyZa	NN
rogI	r	ro	rog	rogI	I	gI	ogI	rogI	NN
o	o	o	o	o	o	o	o	o	CC
wAhAxera	w	wA	wAh	wAhA	a	ra	era	xera	PRP
AwmIyZa	A	Aw	Awm	AwmI	a	Za	yZa	IyZa	NN
banXu-bAnXabera	b	ba	ban	banX	a	ra	era	bera	NN
AnAgonAyZa	A	An	AnA	AnAg	a	Za	yZa	AyZa	VM
ORaXa-paWyera	O	OR	ORa	ORaX	a	ra	era	yera	NN
biwaraNera	b	bi	biw	biwa	a	ra	era	Nera	NN
GatAyZa	G	Ga	Gat	GatA	a	Za	yZa	AyZa	VM
samaswa	s	sa	sam	sama	a	wa	swa	aswa	QF
sWAnatA	s	sW	sWA	sWAn	A	tA	atA	natA	NN
byApiyZA	b	by	byA	byAp	A	ZA	yZA	iyZA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
samAroha	s	sa	sam	samA	a	ha	oha	roha	NN
caliweCe	c	ca	cal	cali	e	Ce	eCe	weCe	VM
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
maXye	m	ma	maX	maXy	e	ye	Xye	aXye	NST
acalAra	a	ac	aca	acal	a	ra	Ara	lAra	NN
nijera	n	ni	nij	nije	a	ra	era	jera	PRP
sWAnatA	s	sW	sWA	sWAn	A	tA	atA	natA	NN
ye	y	ye	ye	ye	e	ye	ye	ye	RP
koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
haibe	h	ha	hai	haib	e	be	ibe	aibe	VM
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
ciwratA	c	ci	ciw	ciwr	A	tA	atA	ratA	NN
se	s	se	se	se	e	se	se	se	DEM
ekaprakAra	e	ek	eka	ekap	a	ra	Ara	kAra	NN
kalpanA	k	ka	kal	kalp	A	nA	anA	panA	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
rAKiyZACila	r	rA	rAK	rAKi	a	la	ila	Cila	VAUX

kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
AsiyZA	A	As	Asi	Asiy	A	ZA	yZA	iyZA	VM
xeKila	x	xe	xeK	xeKi	a	la	ila	Kila	VAUX
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
kalpanA	k	ka	kal	kalp	A	nA	anA	panA	NN
kebala	k	ke	keb	keba	a	la	ala	bala	RB
niCaka	n	ni	niC	niCa	a	ka	aka	Caka	JJ
kalpanAi	k	ka	kal	kalp	i	Ai	nAi	anAi	NN

wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
sahiwa	s	sa	sah	sahi	a	wa	iwa	hiwa	PSP
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
koWAo	k	ko	koW	koWA	o	Ao	WAo	oWAo	PRP
kona	k	ko	kon	kona	a	na	ona	kona	QF
aMSe	a	aM	aMS	aMSe	e	Se	MSe	aMSe	NN
mila	m	mi	mil	mila	a	la	ila	mila	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
baraFca	b	ba	bar	bara	a	ca	Fca	aFca	NN
ye	y	ye	ye	ye	e	ye	ye	ye	DEM
ciwra	c	ci	ciw	ciwr	a	ra	wra	iwra	NN
paWera	p	pa	paW	paWe	a	ra	era	Wera	NN
xui	x	xu	xui	xui	i	ui	xui	xui	QC
XAre	X	XA	XAr	XAre	e	re	Are	XAre	NN
xeKiwe	x	xe	xeK	xeKi	e	we	iwe	Kiwe	VM
xeKiwe	x	xe	xeK	xeKi	e	we	iwe	Kiwe	VM
se	s	se	se	se	e	se	se	se	PRP
AsiyZACe	A	As	Asi	Asiy	e	Ce	ACe	ZACe	VM
eKAneo	e	eK	eKA	eKAn	o	eo	neo	Aneo	PRP
sei	s	se	sei	sei	i	ei	sei	sei	DEM
Cabi	C	Ca	Cab	Cabi	i	bi	abi	Cabi	NN

eKAneo	e	eK	eKA	eKAn	o	eo	neo	Aneo	PRP
paWe	p	pa	paW	paWe	e	We	aWe	paWe	NN
loka	l	lo	lok	loka	a	ka	oka	loka	NN
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	VM
bAdZiGara-xbAra	b	bA	bAd	bAdZ	a	ra	Ara	bAra	NN
ruxXa	r	ru	rux	ruxX	a	Xa	xXa	uxXa	JJ
ihAra	i	ih	ihA	ihAr	a	ra	Ara	hAra	PRP
koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ
kon‌	k	ko	kon	kon‌	‌	n‌	on‌	kon‌	WQ
pallIwe	p	pa	pal	pall	e	we	Iwe	lIwe	NN
sureSa	s	su	sur	sure	a	Sa	eSa	reSa	NN
bAsA	b	bA	bAs	bAsA	A	sA	AsA	bAsA	NN
kariyZACe	k	ka	kar	kari	e	Ce	ACe	ZACe	VM
KuzjiyZA	K	Ku	Kuz	Kuzj	A	ZA	yZA	iyZA	VM
pAoyZAi	p	pA	pAo	pAoy	i	Ai	ZAi	yZAi	VAUX
yena	y	ye	yen	yena	a	na	ena	yena	CC
kaTina	k	ka	kaT	kaTi	a	na	ina	Tina	JJ

ei	e	ei	ei	ei	i	ei	ei	ei	DEM
grAme	g	gr	grA	grAm	e	me	Ame	rAme	NN
prawyahai	p	pr	pra	praw	i	ai	hai	ahai	NN
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
hAta	h	hA	hAt	hAta	a	ta	Ata	hAta	NN
Ajao	A	Aj	Aja	Ajao	o	ao	jao	Ajao	NN
base	b	ba	bas	base	e	se	ase	base	VM
bate	b	ba	bat	bate	e	te	ate	bate	RP
ebaM	e	eb	eba	ebaM	M	aM	baM	ebaM	CC
anya	a	an	any	anya	a	ya	nya	anya	JJ
samayZe	s	sa	sam	sama	e	Ze	yZe	ayZe	NN
sanXyA	s	sa	san	sanX	A	yA	XyA	nXyA	NN
paryanwa	p	pa	par	pary	a	wa	nwa	anwa	PSP
purAxame	p	pu	pur	purA	e	me	ame	xame	NN
caliweo	c	ca	cal	cali	o	eo	weo	iweo	VM
WAke	W	WA	WAk	WAke	e	ke	Ake	WAke	VAUX
sawya	s	sa	saw	sawy	a	ya	wya	awya	NN
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
eKana	e	eK	eKa	eKan	a	na	ana	Kana	PRP
xurxinera	x	xu	xur	xurx	a	ra	era	nera	NN
becA-kenA	b	be	bec	becA	A	nA	enA	kenA	JJ
sAriyZA	s	sA	sAr	sAri	A	ZA	yZA	iyZA	NN
lokajana	l	lo	lok	loka	a	na	ana	jana	NN
aparAhNera	a	ap	apa	apar	a	ra	era	Nera	NN
bahu	b	ba	bah	bahu	u	hu	ahu	bahu	QF
pUrbei	p	pU	pUr	pUrb	i	ei	bei	rbei	NST
palAiyZACe	p	pa	pal	palA	e	Ce	ACe	ZACe	NNP
BAfgA	B	BA	BAf	BAfg	A	gA	fgA	AfgA	NNP
hAtera	h	hA	hAt	hAte	a	ra	era	tera	NN
sWAne	s	sW	sWA	sWAn	e	ne	Ane	WAne	NN
sWAne	s	sW	sWA	sWAn	e	ne	Ane	WAne	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
cihna	c	ci	cih	cihn	a	na	hna	ihna	NN
padZiyZA	p	pa	pad	padZ	A	ZA	yZA	iyZA	VM
ACe	A	AC	ACe	ACe	e	Ce	ACe	ACe	VAUX
mAwra	m	mA	mAw	mAwr	a	ra	wra	Awra	RP

raGubIra	r	ra	raG	raGu	a	ra	Ira	bIra	NNP
KozjAKuzji	K	Ko	Koz	Kozj	i	ji	zji	uzji	NN
kariyZA	k	ka	kar	kari	A	ZA	yZA	iyZA	VM
ekatA	e	ek	eka	ekat	A	tA	atA	katA	QC
xokAna	x	xo	xok	xokA	a	na	Ana	kAna	NN
bAhira	b	bA	bAh	bAhi	a	ra	ira	hira	NN
karila	k	ka	kar	kari	a	la	ila	rila	VM

bqxXa	b	bq	bqx	bqxX	a	Xa	xXa	qxXa	JJ
xokAnI	x	xo	xok	xokA	I	nI	AnI	kAnI	NN
JAzpa	J	JA	JAz	JAzp	a	pa	zpa	Azpa	NN
banXa	b	ba	ban	banX	a	Xa	nXa	anXa	NN
kariweCila	k	ka	kar	kari	a	la	ila	Cila	VM
se	s	se	se	se	e	se	se	se	DEM
kahila	k	ka	kah	kahi	a	la	ila	hila	NN
wAhAra	w	wA	wAh	wAhA	a	ra	Ara	hAra	PRP
CelemeyZerA	C	Ce	Cel	Cele	A	rA	erA	ZerA	NN
sabAi	s	sa	sab	sabA	i	Ai	bAi	abAi	PRP
sWAnAnware	s	sW	sWA	sWAn	e	re	are	ware	VM
giyZACe	g	gi	giy	giyZ	e	Ce	ACe	ZACe	VAUX
kebala	k	ke	keb	keba	a	la	ala	bala	RB
wAhArA	w	wA	wAh	wAhA	A	rA	ArA	hArA	PRP
xuijana	x	xu	xui	xuij	a	na	ana	jana	NN
budZA-budZI	b	bu	bud	budZ	I	ZI	dZI	udZI	JJ
xokAnera	x	xo	xok	xokA	a	ra	era	nera	NN
mAyZA	m	mA	mAy	mAyZ	A	ZA	yZA	AyZA	NN
kAtAiyZA	k	kA	kAt	kAtA	A	ZA	yZA	iyZA	VM
Ajio	A	Aj	Aji	Ajio	o	io	jio	Ajio	NN
yAiwe	y	yA	yAi	yAiw	e	we	iwe	Aiwe	VM
pAre	p	pA	pAr	pAre	e	re	Are	pAre	VAUX
nAi	n	nA	nAi	nAi	i	Ai	nAi	nAi	NEG

sureSera	s	su	sur	sure	a	ra	era	Sera	NN
sambanXe	s	sa	sam	samb	e	Xe	nXe	anXe	PSP
eituku	e	ei	eit	eitu	u	ku	uku	tuku	PRP
mAwra	m	mA	mAw	mAwr	a	ra	wra	Awra	RB
sanXAna	s	sa	san	sanX	a	na	Ana	XAna	NN
xiwe	x	xi	xiw	xiwe	e	we	iwe	xiwe	VM
pArila	p	pA	pAr	pAri	a	la	ila	rila	VAUX
ye	y	ye	ye	ye	e	ye	ye	ye	CC
dAkwAra	d	dA	dAk	dAkw	a	ra	Ara	wAra	XC
nanxa	n	na	nan	nanx	a	xa	nxa	anxa	NNP
pAzdZera	p	pA	pAz	pAzd	a	ra	era	Zera	NN
nimawalAra	n	ni	nim	nima	a	ra	Ara	lAra	NNP
Gare	G	Ga	Gar	Gare	e	re	are	Gare	NN
ewaxina	e	ew	ewa	ewax	a	na	ina	xina	NN
Cilena	C	Ci	Cil	Cile	a	na	ena	lena	VM
bate	b	ba	bat	bate	e	te	ate	bate	RP
kinwu	k	ki	kin	kinw	u	wu	nwu	inwu	CC
eKanao	e	eK	eKa	eKan	o	ao	nao	anao	PRP
ACena	A	AC	ACe	ACen	a	na	ena	Cena	VM
kiMbA	k	ki	kiM	kiMb	A	bA	MbA	iMbA	CC
mAmuxapure	m	mA	mAm	mAmu	e	re	ure	pure	NN
caliyZA	c	ca	cal	cali	A	ZA	yZA	iyZA	VM
giyZACena	g	gi	giy	giyZ	a	na	ena	Cena	VAUX
se	s	se	se	se	e	se	se	se	PRP
abagawa	a	ab	aba	abag	a	wa	awa	gawa	JJ
nayZa	n	na	nay	nayZ	a	Za	yZa	ayZa	VM

mAmuxapura	m	mA	mAm	mAmu	a	ra	ura	pura	NNP
koWAyZa	k	ko	koW	koWA	a	Za	yZa	AyZa	WQ

